dt,	 iterations
1,	 288848.0
5,	 78323.0
10,	 46266.0
20,	 27436.0
30,	 20430.0
40,	 15597.0
50,	 13766.0
75,	 9975.0
100,	 7868.0
125,	 5542.0
150,	 5644.0
