dt,	 iterations
1,	 10293717.0
5,	 2804998.0
10,	 1627090.0
20,	 963902.0
30,	 703677.0
40,	 593643.0
50,	 508334.0
75,	 365311.0
100,	 316370.0
125,	 252303.0
150,	 174028.0
