dt,	 iterations
1,	 138577.0
5,	 31579.0
10,	 17653.0
20,	 10479.0
30,	 7943.0
40,	 6118.0
50,	 5776.0
75,	 4609.0
100,	 3957.0
125,	 2809.0
150,	 3225.0
