dt,	 iterations
1,	 238697.0
5,	 57385.0
10,	 33454.0
20,	 19772.0
30,	 14592.0
40,	 11069.0
50,	 9965.0
75,	 7064.0
100,	 5322.0
125,	 3469.0
150,	 3342.0
