dt,	 cputime
1,	 30.8972
5,	 6.17737
10,	 3.09065
20,	 1.55005
30,	 1.01065
40,	 0.780112
50,	 0.626156
75,	 0.392304
100,	 0.320959
125,	 0.24034
150,	 0.16147
