dt,	 cputime
1,	 36.4475
5,	 7.26876
10,	 3.78603
20,	 1.87968
30,	 1.17012
40,	 0.909975
50,	 0.672235
75,	 0.447868
100,	 0.386707
125,	 0.268256
150,	 0.192048
