dt,	 iterations
1,	 6324932.0
5,	 1428754.0
10,	 777536.0
20,	 440120.0
30,	 316449.0
40,	 262530.0
50,	 223348.0
75,	 158938.0
100,	 134093.0
125,	 107013.0
150,	 76663.0
