dt,	 iterations
1,	 238343.0
5,	 65983.0
10,	 39588.0
20,	 24427.0
30,	 18200.0
40,	 13984.0
50,	 12683.0
75,	 9348.0
100,	 7451.0
125,	 5062.0
150,	 5041.0
