dt,	 iterations
1,	 7939291.0
5,	 1849624.0
10,	 991803.0
20,	 532330.0
30,	 356768.0
40,	 285217.0
50,	 233864.0
75,	 151666.0
100,	 129943.0
125,	 102076.0
150,	 71957.0
