dt,	 iterations
1,	 4046546.0
5,	 1223661.0
10,	 738628.0
20,	 451628.0
30,	 327970.0
40,	 283094.0
50,	 246576.0
75,	 177764.0
100,	 170017.0
125,	 139396.0
150,	 94018.0
