dt,	 iterations
1,	 296582.0
5,	 80395.0
10,	 47354.0
20,	 27951.0
30,	 20748.0
40,	 15648.0
50,	 13802.0
75,	 10066.0
100,	 7937.0
125,	 5615.0
150,	 5733.0
