dt,	 cputime
1,	 0.550789
5,	 0.112452
10,	 0.056904
20,	 0.028651
30,	 0.019254
40,	 0.013572
50,	 0.011632
75,	 0.007905
100,	 0.005924
125,	 0.004041
150,	 0.004037
