dt,	 iterations
1,	 220906.0
5,	 49920.0
10,	 26649.0
20,	 14462.0
30,	 10463.0
40,	 8052.0
50,	 7084.0
75,	 5028.0
100,	 3768.0
125,	 2571.0
150,	 2512.0
