dt,	 cputime
1,	 0.54525
5,	 0.111867
10,	 0.056854
20,	 0.028693
30,	 0.019221
40,	 0.013608
50,	 0.011693
75,	 0.008329
100,	 0.006618
125,	 0.004569
150,	 0.004633
