dt,	 iterations
1,	 257848.0
5,	 71501.0
10,	 40832.0
20,	 23126.0
30,	 16753.0
40,	 12846.0
50,	 11158.0
75,	 7613.0
100,	 5775.0
125,	 3991.0
150,	 3855.0
