dt,	 cputime
1,	 38.9735
5,	 8.35537
10,	 4.18954
20,	 2.10284
30,	 1.37885
40,	 1.0728
50,	 0.849619
75,	 0.508345
100,	 0.429121
125,	 0.325185
150,	 0.218942
