dt, snp, Rnp
0, 0, 0
16666.6666666667, 0, -5.33333333333333
33333.3333333333, 0, -10.6666666666667
50000, 0, -16
66666.6666666667, 0, -21.3333333333333
83333.3333333333, 0, -26.6666666666667
100000, 0, -32
116666.666666667, 0, -37.3333333333333
133333.333333333, 0, -42.6666666666667
150000, 0, -48
166666.666666667, 0, -53.3333333333333
183333.333333333, 0, -58.6666666666667
200000, 0, -64
216666.666666667, 0, -69.3333333333334
233333.333333333, 0, -74.6666666666667
250000, 0, -80
266666.666666667, 0, -85.3333333333334
283333.333333333, 0, -90.6666666666667
300000, 0, -96
316666.666666667, 0, -101.333333333333
333333.333333333, 0, -106.666666666667
350000, 0, -112
366666.666666667, 0, -117.333333333333
383333.333333333, 0, -122.666666666667
400000, 0, -128
416666.666666667, 0, -133.333333333333
433333.333333333, 0, -138.666666666667
450000, 0, -144
466666.666666667, 0, -149.333333333333
483333.333333333, 0, -154.666666666667

0, 0.0344827586206897, 0.0344827586206897
16666.6666666667, 0.0344827586206897, -5.28611172120946
33333.3333333333, 0.0344827586206897, -10.6067062010396
50000, 0.0344827586206897, -15.9273006808698
66666.6666666667, 0.0344827586206897, -21.2478951606999
83333.3333333333, 0.0344827586206897, -26.5684896405301
100000, 0.0344827586206897, -31.8890841203602
116666.666666667, 0.0344827586206897, -37.2096786001904
133333.333333333, 0.0344827586206897, -42.5302730800205
150000, 0.0344827586206897, -47.8508675598507
166666.666666667, 0.0344827586206897, -53.1714620396808
183333.333333333, 0.0344827586206897, -58.492056519511
200000, 0.0344827586206897, -63.8126509993411
216666.666666667, 0.0344827586206897, -69.1332454791713
233333.333333333, 0.0344827586206897, -74.4538399590014
250000, 0.0344827586206897, -79.7744344388316
266666.666666667, 0.0344827586206897, -85.0950289186617
283333.333333333, 0.0344827586206897, -90.4156233984919
300000, 0.0344827586206897, -95.736217878322
316666.666666667, 0.0344827586206897, -101.056812358152
333333.333333333, 0.0344827586206897, -106.377406837982
350000, 0.0344827586206897, -111.698001317812
366666.666666667, 0.0344827586206897, -117.018595797643
383333.333333333, 0.0344827586206897, -122.339190277473
400000, 0.0344827586206897, -127.659784757303
416666.666666667, 0.0344827586206897, -132.980379237133
433333.333333333, 0.0344827586206897, -138.300973716963
450000, 0.0344827586206897, -143.621568196793
466666.666666667, 0.0344827586206897, -148.942162676623
483333.333333333, 0.0344827586206897, -154.262757156454

0, 0.0689655172413793, 0.0689655172413793
16666.6666666667, 0.0689655172413793, -5.20979755688322
33333.3333333333, 0.0689655172413793, -10.4885606310078
50000, 0.0689655172413793, -15.7673237051324
66666.6666666667, 0.0689655172413793, -21.046086779257
83333.3333333333, 0.0689655172413793, -26.3248498533816
100000, 0.0689655172413793, -31.6036129275062
116666.666666667, 0.0689655172413793, -36.8823760016308
133333.333333333, 0.0689655172413793, -42.1611390757555
150000, 0.0689655172413793, -47.43990214988
166666.666666667, 0.0689655172413793, -52.7186652240047
183333.333333333, 0.0689655172413793, -57.9974282981293
200000, 0.0689655172413793, -63.2761913722539
216666.666666667, 0.0689655172413793, -68.5549544463785
233333.333333333, 0.0689655172413793, -73.8337175205031
250000, 0.0689655172413793, -79.1124805946277
266666.666666667, 0.0689655172413793, -84.3912436687523
283333.333333333, 0.0689655172413793, -89.6700067428769
300000, 0.0689655172413793, -94.9487698170015
316666.666666667, 0.0689655172413793, -100.227532891126
333333.333333333, 0.0689655172413793, -105.506295965251
350000, 0.0689655172413793, -110.785059039375
366666.666666667, 0.0689655172413793, -116.0638221135
383333.333333333, 0.0689655172413793, -121.342585187624
400000, 0.0689655172413793, -126.621348261749
416666.666666667, 0.0689655172413793, -131.900111335874
433333.333333333, 0.0689655172413793, -137.178874409998
450000, 0.0689655172413793, -142.457637484123
466666.666666667, 0.0689655172413793, -147.736400558248
483333.333333333, 0.0689655172413793, -153.015163632372

0, 0.103448275862069, 0.103448275862069
16666.6666666667, 0.103448275862069, -5.0984981961574
33333.3333333333, 0.103448275862069, -10.3004446681769
50000, 0.103448275862069, -15.5023911401963
66666.6666666667, 0.103448275862069, -20.7043376122158
83333.3333333333, 0.103448275862069, -25.9062840842353
100000, 0.103448275862069, -31.1082305562547
116666.666666667, 0.103448275862069, -36.3101770282742
133333.333333333, 0.103448275862069, -41.5121235002937
150000, 0.103448275862069, -46.7140699723131
166666.666666667, 0.103448275862069, -51.9160164443326
183333.333333333, 0.103448275862069, -57.1179629163521
200000, 0.103448275862069, -62.3199093883715
216666.666666667, 0.103448275862069, -67.521855860391
233333.333333333, 0.103448275862069, -72.7238023324105
250000, 0.103448275862069, -77.9257488044299
266666.666666667, 0.103448275862069, -83.1276952764494
283333.333333333, 0.103448275862069, -88.3296417484689
300000, 0.103448275862069, -93.5315882204883
316666.666666667, 0.103448275862069, -98.7335346925078
333333.333333333, 0.103448275862069, -103.935481164527
350000, 0.103448275862069, -109.137427636547
366666.666666667, 0.103448275862069, -114.339374108566
383333.333333333, 0.103448275862069, -119.541320580586
400000, 0.103448275862069, -124.743267052605
416666.666666667, 0.103448275862069, -129.945213524625
433333.333333333, 0.103448275862069, -135.147159996644
450000, 0.103448275862069, -140.349106468664
466666.666666667, 0.103448275862069, -145.551052940683
483333.333333333, 0.103448275862069, -150.752999412702

0, 0.137931034482759, 0.137931034482759
16666.6666666667, 0.137931034482759, -4.9457923144512
33333.3333333333, 0.137931034482759, -10.0295156633852
50000, 0.137931034482759, -15.1132390123191
66666.6666666667, 0.137931034482759, -20.1969623612531
83333.3333333333, 0.137931034482759, -25.280685710187
100000, 0.137931034482759, -30.364409059121
116666.666666667, 0.137931034482759, -35.4481324080549
133333.333333333, 0.137931034482759, -40.5318557569889
150000, 0.137931034482759, -45.6155791059229
166666.666666667, 0.137931034482759, -50.6993024548568
183333.333333333, 0.137931034482759, -55.7830258037908
200000, 0.137931034482759, -60.8667491527247
216666.666666667, 0.137931034482759, -65.9504725016587
233333.333333333, 0.137931034482759, -71.0341958505927
250000, 0.137931034482759, -76.1179191995266
266666.666666667, 0.137931034482759, -81.2016425484606
283333.333333333, 0.137931034482759, -86.2853658973946
300000, 0.137931034482759, -91.3690892463285
316666.666666667, 0.137931034482759, -96.4528125952625
333333.333333333, 0.137931034482759, -101.536535944196
350000, 0.137931034482759, -106.62025929313
366666.666666667, 0.137931034482759, -111.703982642064
383333.333333333, 0.137931034482759, -116.787705990998
400000, 0.137931034482759, -121.871429339932
416666.666666667, 0.137931034482759, -126.955152688866
433333.333333333, 0.137931034482759, -132.0388760378
450000, 0.137931034482759, -137.122599386734
466666.666666667, 0.137931034482759, -142.206322735668
483333.333333333, 0.137931034482759, -147.290046084602

0, 0.172413793103448, 0.172413793103448
16666.6666666667, 0.172413793103448, -4.74494616252606
33333.3333333333, 0.172413793103448, -9.66230611815557
50000, 0.172413793103448, -14.5796660737851
66666.6666666667, 0.172413793103448, -19.4970260294146
83333.3333333333, 0.172413793103448, -24.4143859850441
100000, 0.172413793103448, -29.3317459406736
116666.666666667, 0.172413793103448, -34.2491058963031
133333.333333333, 0.172413793103448, -39.1664658519326
150000, 0.172413793103448, -44.0838258075621
166666.666666667, 0.172413793103448, -49.0011857631916
183333.333333333, 0.172413793103448, -53.9185457188211
200000, 0.172413793103448, -58.8359056744506
216666.666666667, 0.172413793103448, -63.7532656300802
233333.333333333, 0.172413793103448, -68.6706255857097
250000, 0.172413793103448, -73.5879855413392
266666.666666667, 0.172413793103448, -78.5053454969687
283333.333333333, 0.172413793103448, -83.4227054525982
300000, 0.172413793103448, -88.3400654082277
316666.666666667, 0.172413793103448, -93.2574253638572
333333.333333333, 0.172413793103448, -98.1747853194867
350000, 0.172413793103448, -103.092145275116
366666.666666667, 0.172413793103448, -108.009505230746
383333.333333333, 0.172413793103448, -112.926865186375
400000, 0.172413793103448, -117.844225142005
416666.666666667, 0.172413793103448, -122.761585097634
433333.333333333, 0.172413793103448, -127.678945053264
450000, 0.172413793103448, -132.596305008893
466666.666666667, 0.172413793103448, -137.513664964523
483333.333333333, 0.172413793103448, -142.431024920152

0, 0.206896551724138, 0.206896551724138
16666.6666666667, 0.206896551724138, -4.48926864001628
33333.3333333333, 0.206896551724138, -9.18543383175669
50000, 0.206896551724138, -13.8815990234971
66666.6666666667, 0.206896551724138, -18.5777642152375
83333.3333333333, 0.206896551724138, -23.2739294069779
100000, 0.206896551724138, -27.9700945987183
116666.666666667, 0.206896551724138, -32.6662597904588
133333.333333333, 0.206896551724138, -37.3624249821992
150000, 0.206896551724138, -42.0585901739396
166666.666666667, 0.206896551724138, -46.75475536568
183333.333333333, 0.206896551724138, -51.4509205574204
200000, 0.206896551724138, -56.1470857491608
216666.666666667, 0.206896551724138, -60.8432509409012
233333.333333333, 0.206896551724138, -65.5394161326416
250000, 0.206896551724138, -70.2355813243821
266666.666666667, 0.206896551724138, -74.9317465161225
283333.333333333, 0.206896551724138, -79.6279117078629
300000, 0.206896551724138, -84.3240768996033
316666.666666667, 0.206896551724138, -89.0202420913437
333333.333333333, 0.206896551724138, -93.7164072830841
350000, 0.206896551724138, -98.4125724748245
366666.666666667, 0.206896551724138, -103.108737666565
383333.333333333, 0.206896551724138, -107.804902858305
400000, 0.206896551724138, -112.501068050046
416666.666666667, 0.206896551724138, -117.197233241786
433333.333333333, 0.206896551724138, -121.893398433527
450000, 0.206896551724138, -126.589563625267
466666.666666667, 0.206896551724138, -131.285728817007
483333.333333333, 0.206896551724138, -135.981894008748

0, 0.241379310344828, 0.241379310344828
16666.6666666667, 0.241379310344828, -4.17262944512734
33333.3333333333, 0.241379310344828, -8.58663820059951
50000, 0.241379310344828, -13.0006469560717
66666.6666666667, 0.241379310344828, -17.4146557115439
83333.3333333333, 0.241379310344828, -21.828664467016
100000, 0.241379310344828, -26.2426732224882
116666.666666667, 0.241379310344828, -30.6566819779604
133333.333333333, 0.241379310344828, -35.0706907334325
150000, 0.241379310344828, -39.4846994889047
166666.666666667, 0.241379310344828, -43.8987082443769
183333.333333333, 0.241379310344828, -48.3127169998491
200000, 0.241379310344828, -52.7267257553212
216666.666666667, 0.241379310344828, -57.1407345107934
233333.333333333, 0.241379310344828, -61.5547432662656
250000, 0.241379310344828, -65.9687520217377
266666.666666667, 0.241379310344828, -70.3827607772099
283333.333333333, 0.241379310344828, -74.7967695326821
300000, 0.241379310344828, -79.2107782881542
316666.666666667, 0.241379310344828, -83.6247870436264
333333.333333333, 0.241379310344828, -88.0387957990986
350000, 0.241379310344828, -92.4528045545708
366666.666666667, 0.241379310344828, -96.8668133100429
383333.333333333, 0.241379310344828, -101.280822065515
400000, 0.241379310344828, -105.694830820987
416666.666666667, 0.241379310344828, -110.108839576459
433333.333333333, 0.241379310344828, -114.522848331932
450000, 0.241379310344828, -118.936857087404
466666.666666667, 0.241379310344828, -123.350865842876
483333.333333333, 0.241379310344828, -127.764874598348

0, 0.275862068965517, 0.275862068965517
16666.6666666667, 0.275862068965517, -3.79014453169455
33333.3333333333, 0.275862068965517, -7.85615113235462
50000, 0.275862068965517, -11.9221577330147
66666.6666666667, 0.275862068965517, -15.9881643336748
83333.3333333333, 0.275862068965517, -20.0541709343348
100000, 0.275862068965517, -24.1201775349949
116666.666666667, 0.275862068965517, -28.186184135655
133333.333333333, 0.275862068965517, -32.252190736315
150000, 0.275862068965517, -36.3181973369751
166666.666666667, 0.275862068965517, -40.3842039376352
183333.333333333, 0.275862068965517, -44.4502105382952
200000, 0.275862068965517, -48.5162171389553
216666.666666667, 0.275862068965517, -52.5822237396154
233333.333333333, 0.275862068965517, -56.6482303402754
250000, 0.275862068965517, -60.7142369409355
266666.666666667, 0.275862068965517, -64.7802435415956
283333.333333333, 0.275862068965517, -68.8462501422556
300000, 0.275862068965517, -72.9122567429157
316666.666666667, 0.275862068965517, -76.9782633435758
333333.333333333, 0.275862068965517, -81.0442699442358
350000, 0.275862068965517, -85.1102765448959
366666.666666667, 0.275862068965517, -89.176283145556
383333.333333333, 0.275862068965517, -93.242289746216
400000, 0.275862068965517, -97.3082963468761
416666.666666667, 0.275862068965517, -101.374302947536
433333.333333333, 0.275862068965517, -105.440309548196
450000, 0.275862068965517, -109.506316148856
466666.666666667, 0.275862068965517, -113.572322749516
483333.333333333, 0.275862068965517, -117.638329350176

0, 0.310344827586207, 0.310344827586207
16666.6666666667, 0.310344827586207, -3.33899682175544
33333.3333333333, 0.310344827586207, -6.98833847109709
50000, 0.310344827586207, -10.6376801204387
66666.6666666667, 0.310344827586207, -14.2870217697804
83333.3333333333, 0.310344827586207, -17.936363419122
100000, 0.310344827586207, -21.5857050684637
116666.666666667, 0.310344827586207, -25.2350467178053
133333.333333333, 0.310344827586207, -28.884388367147
150000, 0.310344827586207, -32.5337300164886
