dt,	 iterations
1,	 354164.0
5,	 83026.0
10,	 47541.0
20,	 28419.0
30,	 21247.0
40,	 16153.0
50,	 14870.0
75,	 11237.0
100,	 9165.0
125,	 6389.0
150,	 6450.0
