dt,	 cputime
1,	 33.069
5,	 6.65684
10,	 3.35536
20,	 1.69196
30,	 1.10112
40,	 0.85782
50,	 0.693067
75,	 0.435897
100,	 0.351105
125,	 0.264187
150,	 0.178742
