dt,	 iterations
1,	 8650311.0
5,	 1896532.0
10,	 986129.0
20,	 508046.0
30,	 337815.0
40,	 267179.0
50,	 217680.0
75,	 139885.0
100,	 115885.0
125,	 89631.0
150,	 61788.0
