dt,	 iterations
1,	 417028.0
5,	 96685.0
10,	 55475.0
20,	 33464.0
30,	 24789.0
40,	 18773.0
50,	 16689.0
75,	 11836.0
100,	 9201.0
125,	 6320.0
150,	 6378.0
