dt,	 iterations
1,	 9623545.0
5,	 2243905.0
10,	 1225254.0
20,	 692830.0
30,	 488178.0
40,	 397779.0
50,	 327616.0
75,	 229751.0
100,	 184651.0
125,	 142719.0
150,	 98896.0
