dt,	 iterations
1,	 4195390.0
5,	 1128614.0
10,	 703184.0
20,	 435857.0
30,	 330008.0
40,	 295627.0
50,	 264357.0
75,	 197118.0
100,	 185693.0
125,	 153768.0
150,	 107100.0
