dt,	 iterations
1,	 11074117.0
5,	 2528426.0
10,	 1400832.0
20,	 803156.0
30,	 569409.0
40,	 471529.0
50,	 399621.0
75,	 276050.0
100,	 239899.0
125,	 186701.0
150,	 128155.0
