dt,	 iterations
1,	 8383698.0
5,	 2008436.0
10,	 1169230.0
20,	 683660.0
30,	 482398.0
40,	 402044.0
50,	 339870.0
75,	 231468.0
100,	 202848.0
125,	 158566.0
150,	 106318.0
