dt,	 iterations
1,	 150052.0
5,	 36581.0
10,	 21277.0
20,	 13227.0
30,	 10312.0
40,	 8312.0
50,	 7563.0
75,	 5875.0
100,	 4673.0
125,	 3391.0
150,	 3269.0
