dt,	 iterations
1,	 369856.0
5,	 86734.0
10,	 49783.0
20,	 29761.0
30,	 22238.0
40,	 16920.0
50,	 15466.0
75,	 11615.0
100,	 9339.0
125,	 6422.0
150,	 6421.0
