dt,	 iterations
1,	 5531185.0
5,	 1179438.0
10,	 627875.0
20,	 349304.0
30,	 247984.0
40,	 206181.0
50,	 176668.0
75,	 126069.0
100,	 113778.0
125,	 92399.0
150,	 64171.0
