snp, Rnp, dRnp
0, -3.87387021489533, 3.60124843374826
0.0101010101010101, -3.83732725986652, 3.63429349527262
0.0202020202020202, -3.80044942232374, 3.66755294524812
0.0303030303030303, -3.76323460591382, 3.70101291246287
0.0404040404040404, -3.72568085969474, 3.73465846890652
0.0505050505050505, -3.6877863890492, 3.76847358227834
0.0606060606060606, -3.64954956708359, 3.80244106741503
0.0707070707070707, -3.61096894652259, 3.83654253670503
0.0808080808080808, -3.57204327210958, 3.87075834956833
0.0909090909090909, -3.53277149352163, 3.90506756109325
0.101010101010101, -3.49315277880707, 3.93944786993597
0.111111111111111, -3.45318652835266, 3.97387556560316
0.121212121212121, -3.41287238938575, 4.00832547525436
0.131313131313131, -3.37221027101557, 4.04277091017773
0.141414141414141, -3.33120035981611, 4.07718361211121
0.151515151515152, -3.28984313595122, 4.11153369960061
0.161616161616162, -3.24813938984044, 4.1457896146067
0.171717171717172, -3.20609023936194, 4.17991806959511
0.181818181818182, -3.16369714758639, 4.21388399536614
0.191919191919192, -3.1209619410329, 4.24765048990522
0.202020202020202, -3.07788682843516, 4.28117876856021
0.212121212121212, -3.03447442000283, 4.31442811587787
0.222222222222222, -2.99072774715941, 4.3473558394589
0.232323232323232, -2.94665028273459, 4.37991722621909
0.242424242424242, -2.90224596158434, 4.41206550147265
0.252525252525253, -2.85751920160828, 4.44375179128334
0.262626262626263, -2.81247492512886, 4.4749250885586
0.272727272727273, -2.76711858059194, 4.50553222339187
0.282828282828283, -2.7214561645433, 4.53551783818826
0.292929292929293, -2.67549424382986, 4.56482436813843
0.303030303030303, -2.62923997796866, 4.59339202763437
0.313131313131313, -2.5827011416204, 4.62115880324925
0.323232323232323, -2.53588614709802, 4.64806045392996
0.333333333333333, -2.48880406683416, 4.67403051907642
0.343434343434343, -2.44146465572414, 4.6990003352043
0.353535353535354, -2.39387837325434, 4.72289906190819
0.363636363636364, -2.34605640531826, 4.7456537178592
0.373737373737374, -2.29801068561515, 4.76718922758408
0.383838383838384, -2.24975391651847, 4.78742847978155
0.393939393939394, -2.20129958929387, 4.80629239793544
0.404040404040404, -2.15266200353857, 4.8237000239816
0.414141414141414, -2.10385628570655, 4.83956861577722
0.424242424242424, -2.05489840657644, 4.85381375910514
0.434343434343434, -2.00580519751157, 4.8663494949217
0.444444444444444, -1.95659436535495, 4.87708846252424
0.454545454545455, -1.90728450579486, 4.88594205927222
0.464646464646465, -1.85789511503122, 4.89282061744333
0.474747474747475, -1.8084465995666, 4.89763359874338
0.484848484848485, -1.75896028394154, 4.90028980691337
0.494949494949495, -1.70945841622933, 4.90069761879099
0.505050505050505, -1.65996417110253, 4.89876523408411
0.515151515151515, -1.61050165028129, 4.89440094400165
0.525252525252525, -1.56109588017295, 4.88751341876178
0.535353535353535, -1.51177280651256, 4.87801201385867
0.545454545454545, -1.46255928581609, 4.86580709481698
0.555555555555556, -1.41348307346176, 4.85081037999822
0.565656565656566, -1.36457280821996, 4.83293530084604
0.575757575757576, -1.31585799305954, 4.81209737876766
0.585858585858586, -1.26736897206742, 4.78821461764922
0.595959595959596, -1.21913690332927, 4.76120791079265
0.606060606060606, -1.17119372763302, 4.73100146084427
0.616161616161616, -1.12357213287176, 4.6975232110611
0.626262626262626, -1.07630551404101, 4.66070528603279
0.636363636363636, -1.02942792874538, 4.62048443974719
0.646464646464647, -0.982974048151852, 4.57680250865853
0.656565656565657, -0.936979103352149, 4.52960686719238
0.666666666666667, -0.891478827123321, 4.47885088290334
0.676767676767677, -0.846509391105056, 4.42449436829487
0.686868686868687, -0.802107338443327, 4.36650402611715
0.696969696969697, -0.758309511983088, 4.30485388478465
0.707070707070707, -0.715152978127437, 4.23952572040211
0.717171717171717, -0.672674946516783, 4.17050946176112
0.727272727272727, -0.63091268571884, 4.09780357457231
0.737373737373737, -0.589903435158325, 4.02141542113519
0.747474747474748, -0.549684313553768, 3.94136159162121
0.757575757575758, -0.510292224167461, 3.85766820316012
0.767676767676768, -0.471763757212759, 3.77037116297714
0.777777777777778, -0.434135089800412, 3.6795163919317
0.787878787878788, -0.397441883841728, 3.58516000495938
0.797979797979798, -0.361719182360717, 3.48736844511826
0.808080808080808, -0.327001304699525, 3.38621856818946
0.818181818181818, -0.293321741130751, 3.28179767507957
0.828282828282828, -0.26071304741639, 3.17420348961804
0.838383838383838, -0.229206739875486, 3.06354407973362
0.848484848484849, -0.198833191540796, 2.94993772042809
0.858585858585859, -0.169621529998393, 2.83351269743834
0.868686868686869, -0.141599537512777, 2.71440705098502
0.878787878787879, -0.114793554043499, 2.59276825954172
0.888888888888889, -0.0892283837571211, 2.46875286411689
0.898989898989899, -0.0649272056305119, 2.34252603411412
0.909090909090909, -0.041911488727768, 2.21426107641743
0.919191919191919, -0.0202009127134739, 2.08413888992908
0.929292929292929, 0.000186705860366912, 1.95234736835939
0.939393939393939, 0.0192354809875145, 1.81908075462273
0.94949494949495, 0.0369315178911344, 1.68453895072265
0.95959595959596, 0.053262966530011, 1.54892678750411
0.96969696969697, 0.0682200675459808, 1.4124532591034
0.97979797979798, 0.0817951903221128, 1.27533072732942
0.98989898989899, 0.0939828628758368, 1.13777410155726
1, 0.104779793369075, 1
