dt,	 iterations
1,	 140426.0
5,	 32386.0
10,	 18324.0
20,	 11056.0
30,	 8462.0
40,	 6587.0
50,	 6276.0
75,	 5037.0
100,	 4280.0
125,	 3144.0
150,	 3392.0
