dt,	 cputime
1,	 0.51306
5,	 0.103239
10,	 0.051704
20,	 0.026221
30,	 0.039781
40,	 0.028124
50,	 0.024211
75,	 0.014638
100,	 0.011074
125,	 0.00759
150,	 0.009406
