dt,	 iterations
1,	 149026.0
5,	 36182.0
10,	 21119.0
20,	 13160.0
30,	 10264.0
40,	 8336.0
50,	 7498.0
75,	 5745.0
100,	 4525.0
125,	 3300.0
150,	 3167.0
