dt,	 iterations
1,	 5906717.0
5,	 1311461.0
10,	 717571.0
20,	 412797.0
30,	 298988.0
40,	 253702.0
50,	 220486.0
75,	 161314.0
100,	 149241.0
125,	 123310.0
150,	 86445.0
