0       	0       	0.897124	0       	0.897124	0.897124
0       	0       	0.835797	0       	0.835797	0.835797
0       	0       	0.779055	0       	0.779055	0.779055
0       	0       	0.726039	0       	0.726039	0.726039
0       	0       	0.676239	0       	0.676239	0.676239
0       	0       	0.628844	0       	0.628844	0.628844
0       	0       	0.582899	0       	0.582899	0.582899
0       	0       	0.53738 	0       	0.53738 	0.53738 
0       	0       	0.491154	0       	0.491154	0.491154
0       	0       	0.442873	0       	0.442873	0.442873
0       	0       	0.39078 	0       	0.39078 	0.39078 
0       	0       	0.332392	0       	0.332392	0.332392
0       	0       	0.2641  	0       	0.2641  	0.2641  
0       	0       	0.181497	0       	0.181497	0.181497
0       	0       	0.0869505	0       	0.0869505	0.0869505
0       	0       	0.0165715	0       	0.0165715	0.0165715
0       	0       	0.000431034	0       	0.000431034	0.000431034
0       	0       	2.1167e-07	0       	2.1167e-07	2.1167e-07
0       	0       	0       	0       	0       	0       
0       	0       	0       	0       	0       	0       
0       	0       	0.835797	0       	0.835797	0.835797
0       	0       	0.789906	0       	0.789906	0.789906
0       	0       	0.744084	0       	0.744084	0.744084
0       	0       	0.698942	0       	0.698942	0.698942
0       	0       	0.654699	0       	0.654699	0.654699
0       	0       	0.611198	0       	0.611198	0.611198
0       	0       	0.567991	0       	0.567991	0.567991
0       	0       	0.524403	0       	0.524403	0.524403
0       	0       	0.479527	0       	0.479527	0.479527
0       	0       	0.432155	0       	0.432155	0.432155
0       	0       	0.380601	0       	0.380601	0.380601
0       	0       	0.322411	0       	0.322411	0.322411
0       	0       	0.253987	0       	0.253987	0.253987
0       	0       	0.171147	0       	0.171147	0.171147
0       	0       	0.077919	0       	0.077919	0.077919
0       	0       	0.0131539	0       	0.0131539	0.0131539
0       	0       	0.000269225	0       	0.000269225	0.000269225
0       	0       	8.24302e-08	0       	8.24302e-08	8.24302e-08
0       	0       	0       	0       	0       	0       
0       	0       	0       	0       	0       	0       
0       	0       	0.779055	0       	0.779055	0.779055
0       	0       	0.744084	0       	0.744084	0.744084
0       	0       	0.706496	0       	0.706496	0.706496
0       	0       	0.66776 	0       	0.66776 	0.66776 
0       	0       	0.628464	0       	0.628464	0.628464
0       	0       	0.588734	0       	0.588734	0.588734
0       	0       	0.54837 	0       	0.54837 	0.54837 
0       	0       	0.506897	0       	0.506897	0.506897
0       	0       	0.463563	0       	0.463563	0.463563
0       	0       	0.417257	0       	0.417257	0.417257
0       	0       	0.366346	0       	0.366346	0.366346
0       	0       	0.308386	0       	0.308386	0.308386
0       	0       	0.239797	0       	0.239797	0.239797
0       	0       	0.156784	0       	0.156784	0.156784
0       	0       	0.0659777	0       	0.0659777	0.0659777
0       	0       	0.0092628	0       	0.0092628	0.0092628
0       	0       	0.000132034	0       	0.000132034	0.000132034
0       	0       	1.91302e-08	0       	1.91302e-08	1.91302e-08
0       	0       	0       	0       	0       	0       
0       	0       	0       	0       	0       	0       
0       	0       	0.726039	0       	0.726039	0.726039
0       	0       	0.698942	0       	0.698942	0.698942
0       	0       	0.66776 	0       	0.66776 	0.66776 
0       	0       	0.634242	0       	0.634242	0.634242
0       	0       	0.599167	0       	0.599167	0.599167
0       	0       	0.562807	0       	0.562807	0.562807
0       	0       	0.525092	0       	0.525092	0.525092
0       	0       	0.485663	0       	0.485663	0.485663
0       	0       	0.443852	0       	0.443852	0.443852
0       	0       	0.398608	0       	0.398608	0.398608
0       	0       	0.34832 	0       	0.34832 	0.34832 
0       	0       	0.290536	0       	0.290536	0.290536
0       	0       	0.221713	0       	0.221713	0.221713
0       	0       	0.138723	0       	0.138723	0.138723
0       	0       	0.052029	0       	0.052029	0.052029
0       	0       	0.00562336	0       	0.00562336	0.00562336
0       	0       	4.81647e-05	0       	4.81647e-05	4.81647e-05
0       	0       	2.02203e-09	0       	2.02203e-09	2.02203e-09
0       	0       	0       	0       	0       	0       
0       	0       	0       	0       	0       	0       
0       	0       	0.676239	0       	0.676239	0.676239
0       	0       	0.654699	0       	0.654699	0.654699
0       	0       	0.628464	0       	0.628464	0.628464
0       	0       	0.599167	0       	0.599167	0.599167
0       	0       	0.567622	0       	0.567622	0.567622
0       	0       	0.534166	0       	0.534166	0.534166
0       	0       	0.498795	0       	0.498795	0.498795
0       	0       	0.461207	0       	0.461207	0.461207
0       	0       	0.420782	0       	0.420782	0.420782
0       	0       	0.376491	0       	0.376491	0.376491
0       	0       	0.326721	0       	0.326721	0.326721
0       	0       	0.269   	0       	0.269   	0.269   
0       	0       	0.199889	0       	0.199889	0.199889
0       	0       	0.117399	0       	0.117399	0.117399
0       	0       	0.037332	0       	0.037332	0.037332
0       	0       	0.0028163	0       	0.0028163	0.0028163
0       	0       	1.20127e-05	0       	1.20127e-05	1.20127e-05
0       	0       	0       	0       	0       	0       
0       	0       	0       	0       	0       	0       
0       	0       	0       	0       	0       	0       
0       	0       	0.628844	0       	0.628844	0.628844
0       	0       	0.611198	0       	0.611198	0.611198
0       	0       	0.588734	0       	0.588734	0.588734
0       	0       	0.562807	0       	0.562807	0.562807
0       	0       	0.534166	0       	0.534166	0.534166
0       	0       	0.50315 	0       	0.50315 	0.50315 
0       	0       	0.469777	0       	0.469777	0.469777
0       	0       	0.43377 	0       	0.43377 	0.43377 
0       	0       	0.394526	0       	0.394526	0.394526
0       	0       	0.351015	0       	0.351015	0.351015
0       	0       	0.301606	0       	0.301606	0.301606
0       	0       	0.24382 	0       	0.24382 	0.24382 
0       	0       	0.17446 	0       	0.17446 	0.17446 
