   1.8280800e+01   1.8280800e+01   1.8280800e+01   1.8280800e+01   1.8280800e+01   1.8280800e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   7.7339000e+01   7.7339000e+01
   1.8280800e+01   1.8280800e+01   1.8280800e+01   1.8280800e+01   1.8280800e+01   1.8280800e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   7.7339000e+01   7.7339000e+01
   1.8280800e+01   1.8280800e+01   1.8280800e+01   1.8280800e+01   1.8280800e+01   1.8280800e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   7.7339000e+01   7.7339000e+01
   1.8280800e+01   1.8280800e+01   1.8280800e+01   1.8280800e+01   1.8280800e+01   1.8280800e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   7.7339000e+01   7.7339000e+01
   1.8280800e+01   1.8280800e+01   1.8280800e+01   1.8280800e+01   1.8280800e+01   1.8280800e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   7.7339000e+01   7.7339000e+01
   1.8280800e+01   1.8280800e+01   1.8280800e+01   1.8280800e+01   1.8280800e+01   1.8280800e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.0074500e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   3.6600400e+01   7.7339000e+01   7.7339000e+01
   1.8280800e+01   1.8280800e+01   1.8280800e+01   1.9514100e+01   2.1486700e+01   2.3459400e+01   2.5432000e+01   2.7404600e+01   2.9377200e+01   3.0998500e+01   3.1984400e+01   3.2970200e+01   3.3956000e+01   3.4941800e+01   3.5927600e+01   3.8492100e+01   4.5550000e+01   5.2607900e+01   5.9665900e+01   6.6723800e+01
   1.8280800e+01   1.8280800e+01   1.8280800e+01   2.0402400e+01   2.2469000e+01   2.4535500e+01   2.6602100e+01   2.8668700e+01   3.0735300e+01   3.2342500e+01   3.3118600e+01   3.3894700e+01   3.4670800e+01   3.5446900e+01   3.6223000e+01   3.8873800e+01   4.6860100e+01   5.4846400e+01   6.2832700e+01   7.0819000e+01
   1.8280800e+01   1.8280800e+01   1.8280800e+01   2.1290600e+01   2.3451200e+01   2.5611700e+01   2.7772300e+01   2.9932800e+01   3.2093300e+01   3.3686400e+01   3.4252800e+01   3.4819200e+01   3.5385600e+01   3.5952000e+01   3.6518500e+01   3.9255400e+01   4.8170100e+01   5.7084800e+01   6.5999500e+01   7.4914100e+01
   1.8280800e+01   1.8280800e+01   1.8280800e+01   2.2178900e+01   2.4433400e+01   2.6687900e+01   2.8942400e+01   3.1196900e+01   3.3451400e+01   3.5030300e+01   3.5387000e+01   3.5743700e+01   3.6100500e+01   3.6457200e+01   3.6813900e+01   3.9637100e+01   4.9480100e+01   5.9323200e+01   6.9166300e+01   7.9009300e+01
   1.8280800e+01   1.8280800e+01   1.8280800e+01   2.3067200e+01   2.5415600e+01   2.7764100e+01   3.0112500e+01   3.2461000e+01   3.4809400e+01   3.6374200e+01   3.6521200e+01   3.6668300e+01   3.6815300e+01   3.6962300e+01   3.7109400e+01   4.0018700e+01   5.0790200e+01   6.1561600e+01   7.2333100e+01   8.3104500e+01
   1.8280800e+01   1.8280800e+01   1.8280800e+01   2.3955400e+01   2.6397800e+01   2.8840300e+01   3.1282700e+01   3.3725100e+01   3.6167500e+01   3.7718100e+01   3.7655400e+01   3.7592800e+01   3.7530100e+01   3.7467500e+01   3.7404800e+01   4.0400400e+01   5.2100200e+01   6.3800100e+01   7.5499900e+01   8.7199700e+01
   2.8592700e+01   2.8592700e+01   2.8592700e+01   2.4843700e+01   2.7380100e+01   2.9916400e+01   3.2452800e+01   3.4989200e+01   3.7525500e+01   3.9062000e+01   3.8789700e+01   3.8517300e+01   3.8245000e+01   3.7972600e+01   3.7700200e+01   4.0782000e+01   5.3410300e+01   6.6038500e+01   7.8666700e+01   9.1294900e+01
   2.8592700e+01   2.8592700e+01   2.8592700e+01   2.5732000e+01   2.8362300e+01   3.0992600e+01   3.3622900e+01   3.6253300e+01   3.8883600e+01   4.0405900e+01   3.9923900e+01   3.9441800e+01   3.8959800e+01   3.8477700e+01   3.7995700e+01   4.1163700e+01   5.4720300e+01   6.8276900e+01   8.1833500e+01   9.5390100e+01
   2.8592700e+01   2.8592700e+01   2.8592700e+01   2.6620200e+01   2.9344500e+01   3.2068800e+01   3.4793100e+01   3.7517400e+01   4.0241600e+01   4.1749800e+01   4.1058100e+01   4.0366400e+01   3.9674600e+01   3.8982900e+01   3.8291100e+01   4.1545300e+01   5.6030300e+01   7.0515300e+01   8.5000300e+01   9.9485300e+01
   2.8592700e+01   2.8592700e+01   2.8592700e+01   2.7508500e+01   3.0326700e+01   3.3145000e+01   3.5963200e+01   3.8781500e+01   4.1599700e+01   4.3093700e+01   4.2192300e+01   4.1290900e+01   4.0389400e+01   3.9488000e+01   3.8586600e+01   4.1927000e+01   5.7340400e+01   7.2753700e+01   8.8167100e+01   1.0358000e+02
   2.8592700e+01   2.8592700e+01   2.8592700e+01   2.8396700e+01   3.1308900e+01   3.4221100e+01   3.7133300e+01   4.0045600e+01   4.2957800e+01   4.4437700e+01   4.3326500e+01   4.2215400e+01   4.1104300e+01   3.9993200e+01   3.8882000e+01   4.2308600e+01   5.8650400e+01   7.4992200e+01   9.1333900e+01   1.0767600e+02
   2.8592700e+01   2.8592700e+01   2.8592700e+01   2.9285000e+01   3.2291200e+01   3.5297300e+01   3.8303500e+01   4.1309600e+01   4.4315800e+01   4.5781600e+01   4.4460700e+01   4.3139900e+01   4.1819100e+01   4.0498300e+01   3.9177500e+01   4.2690300e+01   5.9960400e+01   7.7230600e+01   9.4500700e+01   1.1177100e+02
   2.8592700e+01   2.8592700e+01   2.8592700e+01   2.9892900e+01   3.2950200e+01   3.6007500e+01   3.9064900e+01   4.2122200e+01   4.5179600e+01   4.6612300e+01   4.5106100e+01   4.3599900e+01   4.2093700e+01   4.0587500e+01   3.9081300e+01   4.2571800e+01   6.0283500e+01   7.7995200e+01   9.5707000e+01   1.1341900e+02
   2.8592700e+01   2.8592700e+01   2.8592700e+01   2.9458600e+01   3.2408100e+01   3.5357500e+01   3.8307000e+01   4.1256500e+01   4.4206000e+01   4.5535400e+01   4.3934200e+01   4.2333000e+01   4.0731800e+01   3.9130600e+01   3.7529400e+01   4.0594000e+01   5.6938000e+01   7.3282000e+01   8.9626000e+01   1.0597000e+02
