iter,	 x,	 y
0,	0.5,	 0.19090909090909080614
1,	0.60200879577522670161,	 0.014069622079024513006
2,	0.59377211995401779632,	 0.00012516087555936028508
3,	0.59384389677369175953,	 1.2973495500112619538e-08
4,	0.5938439042152290348,	 3.3306690738754696213e-16
