iter,	 x,	 y
0,	0.9000000000000000222,	 0.0025893958076448342354
1,	0.96774193548387099639,	 0.067508628073583154539
2,	0.90219309697120886327,	 0.00027208619746954543217
3,	0.90245622394488067552,	 5.6994275913213598983e-06
4,	0.90245082527411280005,	 5.2345794365749043209e-10
