s, 	 Rs, 	 dRs
0, 	-3.5, 	1
0.010101010101010101869, 	-3.4893992501800936701, 	1.0999477356627926916
0.020202020202020203737, 	-3.4777582475128423489, 	1.2060094937090659606
0.030303030303030303871, 	-3.465014042867701427, 	1.3184207495538369237
0.040404040404040407475, 	-3.451101324046794705, 	1.4374135984210656414
0.050505050505050504139, 	-3.4359524599339521522, 	1.5632147332179100463
0.060606060606060607743, 	-3.4194975663369446828, 	1.6960431689441328729
0.070707070707070704407, 	-3.4016645961553750865, 	1.8361076996012029028
0.08080808080808081495, 	-3.3823794566394922434, 	1.9836040754447670231
0.090909090909090911614, 	-3.3615661566156616047, 	2.1387118909910798337
0.10101010101010100828, 	-3.3391469866348311157, 	2.3015911775412014606
0.11111111111111110494, 	-3.3150427350427351669, 	2.4723786982248521227
0.12121212121212121549, 	-3.2891729429652416528, 	2.6511839487833741558
0.13131313131313132603, 	-3.261456201138950739, 	2.8380848735938677407
0.14141414141414140881, 	-3.2318104913846723569, 	3.0331233138545039552
0.15151515151515151936, 	-3.2001535753080871949, 	3.2363002134515750363
0.1616161616161616299, 	-3.166403432505601856, 	3.4475706178279486025
0.17171717171717171269, 	-3.1304787501422324247, 	3.6668385121445141728
0.18181818181818182323, 	-3.0922994652406416982, 	3.8939515570934273292
0.19191919191919190602, 	-3.0517873603659730897, 	4.1286957937434962673
0.20202020202020201656, 	-3.0088667126010899544, 	4.3707904025589625618
0.2121212121212121271, 	-2.9634649947753395338, 	4.6198826159334132058
0.22222222222222220989, 	-2.9155136268343815331, 	4.8755428978284083286
0.23232323232323232043, 	-2.8649487740209389486, 	5.1372605179102714956
0.24242424242424243097, 	-2.8117121871838852698, 	5.4044396603478697116
0.25252525252525254151, 	-2.7557520790597331839, 	5.6763962184826226576
0.26262626262626265206, 	-2.6970240287975508764, 	5.9523554351390499662
0.27272727272727270709, 	-2.6354919053549190622, 	6.2314505535747795051
0.28282828282828281763, 	-2.5711287987167814606, 	6.51272264510306087
0.29292929292929292817, 	-2.5039179462276486277, 	6.7951217753917374509
0.30303030303030303871, 	-2.4338536397359922248, 	7.0775096615365962194
0.31313131313131314926, 	-2.3609420977907995542, 	7.3586639555209689689
0.3232323232323232598, 	-2.2852022858734266642, 	7.6372842660796589342
0.33333333333333331483, 	-2.2066666666666665542, 	7.9119999999999999218
0.34343434343434342537, 	-2.1253818617319826245, 	8.1813800655434114617
0.35353535353535353591, 	-2.041409205758012213, 	8.4439444353575474622
0.36363636363636364646, 	-1.954825174825174372, 	8.6981775147929010217
0.373737373737373757, 	-1.8657216709585784375, 	8.942543205209101842
0.38383838383838381203, 	-1.7742061466553238347, 	9.1755014923778634994
0.39393939393939392257, 	-1.6804015550939981338, 	9.3955263296073319168
0.40404040404040403311, 	-1.5844461143614858578, 	9.6011245262295012992
0.41414141414141414366, 	-1.4864928772361876153, 	9.7908552973682869691
0.4242424242424242542, 	-1.3867091017898913741, 	9.9633500833201722457
0.43434343434343436474, 	-1.2852754222262747774, 	10.117332209265713416
0.44444444444444441977, 	-1.1823848238482386197, 	10.251635930993456824
0.45454545454545453032, 	-1.0782414307004468679, 	10.365224402042466423
0.46464646464646464086, 	-0.97305911910988063251, 	10.457206103738826641
0.4747474747474747514, 	-0.86705997487597330498, 	10.526849302844045297
0.48484848484848486194, 	-0.76047261606894600572, 	10.57359414190724678
0.49494949494949497248, 	-0.6535304071113083868, 	10.597062023952656062
0.50505050505050508303, 	-0.54646959288869068061, 	10.597062023952656062
