s, 	 Rs, 	 dRs
0, 	-3.1000000000000000888, 	1
0.010101010101010101869, 	-3.0893992501800933148, 	1.0999477356627926916
0.020202020202020203737, 	-3.0777582475128424377, 	1.2060094937090659606
0.030303030303030303871, 	-3.0650140428677015159, 	1.3184207495538369237
0.040404040404040407475, 	-3.0511013240467943497, 	1.4374135984210656414
0.050505050505050504139, 	-3.035952459933952241, 	1.5632147332179100463
0.060606060606060607743, 	-3.0194975663369447716, 	1.6960431689441328729
0.070707070707070704407, 	-3.0016645961553747313, 	1.8361076996012029028
0.08080808080808081495, 	-2.9823794566394923322, 	1.9836040754447670231
0.090909090909090911614, 	-2.9615661566156616935, 	2.1387118909910798337
0.10101010101010100828, 	-2.9391469866348307605, 	2.3015911775412014606
0.11111111111111110494, 	-2.9150427350427352557, 	2.4723786982248521227
0.12121212121212121549, 	-2.8891729429652417416, 	2.6511839487833741558
0.13131313131313132603, 	-2.8614562011389508278, 	2.8380848735938677407
0.14141414141414140881, 	-2.8318104913846724457, 	3.0331233138545039552
0.15151515151515151936, 	-2.8001535753080872837, 	3.2363002134515750363
0.1616161616161616299, 	-2.7664034325056019448, 	3.4475706178279486025
0.17171717171717171269, 	-2.7304787501422325136, 	3.6668385121445141728
0.18181818181818182323, 	-2.6922994652406413429, 	3.8939515570934273292
0.19191919191919190602, 	-2.6517873603659731785, 	4.1286957937434962673
0.20202020202020201656, 	-2.6088667126010900432, 	4.3707904025589625618
0.2121212121212121271, 	-2.5634649947753391785, 	4.6198826159334132058
0.22222222222222220989, 	-2.5155136268343816219, 	4.8755428978284083286
0.23232323232323232043, 	-2.4649487740209390374, 	5.1372605179102714956
0.24242424242424243097, 	-2.4117121871838849145, 	5.4044396603478697116
0.25252525252525254151, 	-2.3557520790597332727, 	5.6763962184826226576
0.26262626262626265206, 	-2.2970240287975509652, 	5.9523554351390499662
0.27272727272727270709, 	-2.235491905354919151, 	6.2314505535747795051
0.28282828282828281763, 	-2.1711287987167815494, 	6.51272264510306087
0.29292929292929292817, 	-2.1039179462276487165, 	6.7951217753917374509
0.30303030303030303871, 	-2.0338536397359923136, 	7.0775096615365962194
0.31313131313131314926, 	-1.9609420977907996431, 	7.3586639555209689689
0.3232323232323232598, 	-1.8852022858734265309, 	7.6372842660796589342
0.33333333333333331483, 	-1.806666666666666643, 	7.9119999999999999218
0.34343434343434342537, 	-1.7253818617319824913, 	8.1813800655434114617
0.35353535353535353591, 	-1.6414092057580120798, 	8.4439444353575474622
0.36363636363636364646, 	-1.5548251748251744608, 	8.6981775147929010217
0.373737373737373757, 	-1.4657216709585783043, 	8.942543205209101842
0.38383838383838381203, 	-1.3742061466553239235, 	9.1755014923778634994
0.39393939393939392257, 	-1.2804015550939980006, 	9.3955263296073319168
0.40404040404040403311, 	-1.1844461143614859466, 	9.6011245262295012992
0.41414141414141414366, 	-1.086492877236187482, 	9.7908552973682869691
0.4242424242424242542, 	-0.98670910178989146289, 	9.9633500833201722457
0.43434343434343436474, 	-0.88527542222627464419, 	10.117332209265713416
0.44444444444444441977, 	-0.7823848238482385975, 	10.251635930993456824
0.45454545454545453032, 	-0.67824143070044695669, 	10.365224402042466423
0.46464646464646464086, 	-0.57305911910988061031, 	10.457206103738826641
0.4747474747474747514, 	-0.46705997487597328277, 	10.526849302844045297
0.48484848484848486194, 	-0.36047261606894598351, 	10.57359414190724678
0.49494949494949497248, 	-0.2535304071113083646, 	10.597062023952656062
0.50505050505050508303, 	-0.14646959288869065841, 	10.597062023952656062
0.51515151515151513806, 	-0.039527383931053705624, 	10.573594141907245003
0.52525252525252530411, 	0.0670599748759739267, 	10.526849302844045297
0.53535353535353535914, 	0.17305911910988058811, 	10.457206103738826641
0.54545454545454541417, 	0.2782414307004464904, 	10.36522440204246287
0.55555555555555558023, 	0.38238482384823913041, 	10.251635930993456824
0.56565656565656563526, 	0.48527542222627384483, 	10.117332209265713416
0.57575757575757580131, 	0.58670910178989243988, 	9.9633500833201722457
0.58585858585858585634, 	0.68649287723618723778, 	9.7908552973682869691
0.59595959595959591137, 	0.78444611436148492523, 	9.6011245262295030756
0.60606060606060607743, 	0.88040155509399831146, 	9.3955263296073319168
0.61616161616161613246, 	0.97420614665532345722, 	9.1755014923778634994
0.62626262626262629851, 	1.0657216709585788372, 	8.9425432052090982893
0.63636363636363635354, 	1.1548251748251747717, 	8.6981775147929010217
0.6464646464646465196, 	1.2414092057580123907, 	8.4439444353575439095
0.65656565656565657463, 	1.3253818617319832462, 	8.1813800655434114617
0.66666666666666662966, 	1.4066666666666667318, 	7.91200000000000081
0.67676767676767679571, 	1.4852022858734272859, 	7.6372842660796580461
0.68686868686868685074, 	1.560942097790800176, 	7.3586639555209689689
0.6969696969696970168, 	1.6338536397359928465, 	7.077509661536594443
0.70707070707070707183, 	1.7039179462276483612, 	6.7951217753917374509
0.71717171717171712686, 	1.7711287987167811941, 	6.51272264510306087
0.72727272727272729291, 	1.8354919053549196839, 	6.2314505535747795051
0.73737373737373734794, 	1.8970240287975512761, 	5.9523554351390508543
0.747474747474747514, 	1.9557520790597342497, 	5.676396218482619993
0.75757575757575756903, 	2.0117121871838858915, 	5.4044396603478697116
0.76767676767676762406, 	2.0649487740209391262, 	5.1372605179102750483
0.77777777777777779011, 	2.1155136268343817108, 	4.8755428978284101049
0.78787878787878784514, 	2.1634649947753392674, 	4.6198826159334149821
0.7979797979797980112, 	2.208866712601090132, 	4.37079040255896345
0.80808080808080806623, 	2.2517873603659728232, 	4.1286957937434962673
0.81818181818181823228, 	2.2922994652406423199, 	3.893951557093426441
0.82828282828282828731, 	2.3304787501422326024, 	3.6668385121445132846
0.83838383838383834235, 	2.3664034325056020336, 	3.4475706178279494907
0.8484848484848485084, 	2.4001535753080878166, 	3.2363002134515750363
0.85858585858585856343, 	2.4318104913846729787, 	3.0331233138545035111
0.86868686868686872948, 	2.4614562011389509166, 	2.8380848735938677407
0.87878787878787878451, 	2.4891729429652422745, 	2.6511839487833750439
0.88888888888888883955, 	2.5150427350427349005, 	2.4723786982248521227
0.8989898989898990056, 	2.5391469866348312934, 	2.3015911775412014606
0.90909090909090906063, 	2.5615661566156617823, 	2.1387118909910789455
0.91919191919191922668, 	2.5823794566394928651, 	1.9836040754447659129
0.92929292929292928171, 	2.6016645961553752642, 	1.8361076996012029028
0.93939393939393944777, 	2.6194975663369453045, 	1.6960431689441310965
0.9494949494949495028, 	2.6359524599339523299, 	1.5632147332179102683
0.95959595959595955783, 	2.6511013240467944385, 	1.4374135984210669736
0.96969696969696972388, 	2.6650140428677016047, 	1.3184207495538360355
0.97979797979797977892, 	2.6777582475128420825, 	1.2060094937090661826
0.98989898989898994497, 	2.6893992501800934036, 	1.0999477356627920255
1, 	2.7000000000000001776, 	1
