s, 	 Rs, 	 dRs
0, 	-3.1000000000000000888, 	1
0.010101010101010101869, 	-3.0849062709474606159, 	1.9976069414407575664
0.020202020202020203737, 	-3.0594783692571816403, 	3.0444272179389368915
0.030303030303030303871, 	-3.0232753062540296263, 	4.1290176550475337081
0.040404040404040407475, 	-2.9759813705921489557, 	5.2380580157051186418
0.050505050505050504139, 	-2.9174236309829528757, 	6.3566591819146527342
0.060606060606060607743, 	-2.847585747585747562, 	7.4687839632894599262
0.070707070707070704407, 	-2.766617030253393672, 	8.5577637051838557625
0.08080808080808081495, 	-2.6748359052921317769, 	9.606883465785648113
0.090909090909090911614, 	-2.5727272727272727515, 	10.600000000000004974
0.10101010101010100828, 	-2.4609336272714816829, 	11.522151489765422028
0.11111111111111110494, 	-2.3402402402402402437, 	12.360116873630389023
0.12121212121212121549, 	-2.2115551115551115302, 	13.102886124864149053
0.13131313131313132603, 	-2.0758847555457724532, 	13.742010564639532078
0.14141414141414140881, 	-1.9343071432891794093, 	14.271813259708132193
0.15151515151515151936, 	-1.7879432624113476002, 	14.689452240832958196
0.1616161616161616299, 	-1.6379287637727679705, 	14.994841986716021864
0.17171717171717171269, 	-1.4853870512909412849, 	15.190449758861387153
0.18181818181818182323, 	-1.3314049586776852685, 	15.280991735537194032
0.19191919191919190602, 	-1.177011877011876706, 	15.273058809322550999
0.20202020202020201656, 	-1.0231628855689001156, 	15.174703291910921266
0.2121212121212121271, 	-0.87072612921669478858, 	14.995016019935922813
0.22222222222222220989, 	-0.72047440699126064079, 	14.743719227370286617
0.23232323232323232043, 	-0.57308070767315311134, 	14.43079495195823192
0.24242424242424243097, 	-0.42911725955204149674, 	14.066162570888467442
0.25252525252525254151, 	-0.28905755491121232215, 	13.659413071255842809
0.26262626262626265206, 	-0.15328076028712903089, 	13.219602401388970137
0.27272727272727270709, 	-0.022077922077922168542, 	12.755102040816328923
0.28282828282828281763, 	0.10434058777355084691, 	12.273501886247567327
0.29292929292929292817, 	0.22583688120878206429, 	11.781558636705144139
0.30303030303030303871, 	0.34233703945934157442, 	11.285181926401325114
0.31313131313131314926, 	0.45382261564641834806, 	10.789450298488565849
0.3232323232323232598, 	0.56032241760397183405, 	10.298649522204268436
0.33333333333333331483, 	0.66190476190476232876, 	9.8163265306122458043
0.34343434343434342537, 	0.75867032696301006656, 	9.3453532275492001702
0.35353535353535353591, 	0.85074568022078111973, 	8.8879954496792858976
0.36363636363636364646, 	0.93827751196172304304, 	8.4459833795013850022
0.373737373737373757, 	1.0214275756308386356, 	8.0205806277933735515
0.38383838383838381203, 	1.1003683106045316631, 	7.612650006365102584
0.39393939393939392257, 	1.1752791068580543676, 	7.2227146814404425967
0.40404040404040403311, 	1.2463431605724095697, 	6.8510139358591493064
0.41414141414141414366, 	1.3137448641265443428, 	6.4975531847841994093
0.4242424242424242542, 	1.3776676719804683557, 	6.1621481997259710539
0.43434343434343436474, 	1.4382923846809914092, 	5.844463716341588011
0.44444444444444441977, 	1.4957957957957961348, 	5.544046749452156142
0.45454545454545453032, 	1.5503496503496507763, 	5.2603550295857965935
0.46464646464646464086, 	1.6021198677921952847, 	4.9927810227418021327
0.4747474747474747514, 	1.6512659872908321823, 	4.7406720104808268701
0.48484848484848486194, 	1.6979407979407978857, 	4.5033467002578966287
0.49494949494949497248, 	1.7422901211282961764, 	4.2801088135534843815
0.50505050505050508303, 	1.7844527166486217062, 	4.0702580675417472378
0.51515151515151513806, 	1.8245602881966522801, 	3.8730989290429835847
0.52525252525252530411, 	1.8627375674761919022, 	3.6879474804466725324
0.53535353535353535914, 	1.8991024594083594224, 	3.5141366983373565347
0.54545454545454541417, 	1.9337662337662337997, 	3.3510204081632664064
0.55555555555555558023, 	1.9668337510442785998, 	3.197976143365933055
0.56565656565656563526, 	1.9984037125143452318, 	3.0544071054460100179
0.57575757575757580131, 	2.0285689262567876412, 	2.9197433926960445483
0.58585858585858585634, 	2.0574165825177979094, 	2.7934426398045220097
0.59595959595959591137, 	2.0850285330647873039, 	2.6749901881143856031
