iter,	 x,	 y
0,	0.9000000000000000222,	 1.7414634146341465559
1,	0.51892736266597239148,	 0.79962995951088366997
2,	0.59465829784759494103,	 0.028064341898239697493
3,	0.5975736231190414971,	 8.3037962861576275486e-05
4,	0.59758230065617512494,	 7.4703876418169556928e-10
