s, 	 Rs, 	 dRs
0, 	-2.9999999999999995559, 	1
0.010101010101010101869, 	-2.9877146753576959703, 	1.4364530368803314353
0.020202020202020203737, 	-2.9709081501863803254, 	1.894436907848284557
0.030303030303030303871, 	-2.9493874919406830593, 	2.3689452240832955532
0.040404040404040407475, 	-2.923014576906792783, 	2.8541503818709887952
0.050505050505050504139, 	-2.8917137476459506829, 	3.3435383920876602382
0.060606060606060607743, 	-2.8554778554778552646, 	3.830092983939137774
0.070707070707070704407, 	-2.8143722234631325385, 	4.3065216210179357859
0.08080808080808081495, 	-2.7685361631107623381, 	4.7655115162812196061
0.090909090909090911614, 	-2.7181818181818178104, 	5.2000000000000010658
0.10101010101010100828, 	-2.6635902801130910689, 	5.6034412767723704718
0.11111111111111110494, 	-2.6051051051051050678, 	5.9700511322132934211
0.12121212121212121549, 	-2.5431235431235430511, 	6.2950126796280629904
0.13131313131313132603, 	-2.4780859441876383897, 	6.5746296220297937296
0.14141414141414140881, 	-2.4104639206435609644, 	6.8064183011223065023
0.15151515151515151936, 	-2.3407479045776913296, 	6.9891353553644171015
0.1616161616161616299, 	-2.2694347432414945231, 	7.1227433691882575673
0.17171717171717171269, 	-2.1970159258488775045, 	7.208321769501854881
0.18181818181818182323, 	-2.1239669421487601397, 	7.2479338842975202795
0.19191919191919190602, 	-2.0507381507381508001, 	7.2444632290786143969
0.20202020202020201656, 	-1.9777473988000302541, 	7.2014326902110266104
0.2121212121212121271, 	-1.9053744997141222051, 	7.1228195087219638992
0.22222222222222220989, 	-1.8339575530586766927, 	7.0128771619744982857
0.23232323232323232043, 	-1.7637909914251861387, 	6.8759727914817245775
0.24242424242424243097, 	-1.6951251646903817694, 	6.7164461247637028407
0.25252525252525254151, 	-1.6281672257282009397, 	6.5384932186744295635
0.26262626262626265206, 	-1.5630830598983462831, 	6.3460760506076727694
0.27272727272727270709, 	-1.5, 	6.1428571428571423496
0.28282828282828281763, 	-1.4390100837581623061, 	5.9321570752333094845
0.29292929292929292817, 	-1.3801736371984305585, 	5.7169319035584988953
0.30303030303030303871, 	-1.3235229997819926151, 	5.4997670928005790714
0.31313131313131314926, 	-1.2690662420183285164, 	5.2828845055887461157
0.3232323232323232598, 	-1.2167907604800807242, 	5.0681591659643654424
0.33333333333333331483, 	-1.1666666666666665186, 	4.8571428571428567622
0.34343434343434342537, 	-1.1186499137718650676, 	4.6510920370527735201
0.35353535353535353591, 	-1.0726851285397718261, 	4.4509980092346861369
0.36363636363636364646, 	-1.0287081339712920158, 	4.2576177285318550503
0.373737373737373757, 	-0.98664816293423551752, 	4.0715040246595997075
0.38383838383838381203, 	-0.94642977320142651632, 	3.8930343777847316034
0.39393939393939392257, 	-0.90797448165869232284, 	3.7224376731301926924
0.40404040404040403311, 	-0.87120213997684370355, 	3.5598185969383768779
0.41414141414141414366, 	-0.8360320764900915913, 	3.4051795183430866309
0.4242424242424242542, 	-0.80238402987218138129, 	3.258439837380112003
0.43434343434343436474, 	-0.77017889988388432698, 	3.1194528758994439777
0.44444444444444441977, 	-0.73933933933933948524, 	2.9880204528853173684
0.45454545454545453032, 	-0.70979020979020979176, 	2.863905325443785177
0.46464646464646464086, 	-0.68145892147727860078, 	2.746841697449537989
0.4747474747474747514, 	-0.6542756760148065176, 	2.6365440045853612006
0.48484848484848486194, 	-0.62817362817362842886, 	2.5327141813628291089
0.49494949494949497248, 	-0.60308898109727948622, 	2.4350476059296495279
0.50505050505050508303, 	-0.57896102737531895954, 	2.3432379045495137504
0.51515151515151513806, 	-0.55573214664123760098, 	2.2569807814563045412
0.52525252525252530411, 	-0.53334776877462053424, 	2.1759770226954189276
0.53535353535353535914, 	-0.51175631037247926169, 	2.0999348055225928178
0.54545454545454541417, 	-0.49090909090909085055, 	2.0285714285714284699
0.55555555555555558023, 	-0.47076023391812837904, 	1.9616145627225953785
0.56565656565656563526, 	-0.45126655759315581484, 	1.898803108632629133
0.57575757575757580131, 	-0.43238745839901915335, 	1.8398877343045192401
0.58585858585858585634, 	-0.41408479060300906749, 	1.7846311549144782127
0.59595959595959591137, 	-0.39632274405688305841, 	1.7328082073000437013
0.60606060606060607743, 	-0.37906772207563765864, 	1.6842057629785367467
0.61616161616161613246, 	-0.36228822085395795405, 	1.6386225161958889451
0.62626262626262629851, 	-0.34595471152531109826, 	1.5958686771888959122
0.63636363636363635354, 	-0.33003952569169958675, 	1.5557655954631373074
0.6464646464646465196, 	-0.31451674502521964616, 	1.5181453333310659382
0.65656565656565657463, 	-0.29936209535804070292, 	1.4828502061150423685
0.66666666666666662966, 	-0.28455284552845505619, 	1.449732302201071299
0.67676767676767679571, 	-0.27006771113143879237, 	1.4186529934435649913
0.68686868686868685074, 	-0.255886763227709646, 	1.3894824441915871738
0.6969696969696970168, 	-0.24199134199134197942, 	1.3620991253644314511
0.70707070707070707183, 	-0.22836397521897422447, 	1.3363893384892451266
0.71717171717171712686, 	-0.21498830158048021222, 	1.312246753373867314
0.72727272727272729291, 	-0.20184899845916770555, 	1.289571962079862244
0.73737373737373734794, 	-0.18893171420688736895, 	1.2682720510455922636
0.747474747474747514, 	-0.17622300462419626665, 	1.2482601925547962551
0.75757575757575756903, 	-0.16371027346637101463, 	1.2294552562250364858
0.76767676767676762406, 	-0.15138171677141298854, 	1.2117814407793097153
0.77777777777777779011, 	-0.13922627080521821075, 	1.1951679260436995911
0.78787878787878784514, 	-0.12723356342096248106, 	1.1795485448675624429
0.7979797979797980112, 	-0.11539386863379874626, 	1.1648614744771361718
0.80808080808080806623, 	-0.10369806421763372306, 	1.1510489466367270772
0.81818181818181823228, 	-0.092137592137592094765, 	1.1380569758948135828
0.82828282828282828731, 	-0.080704421639427481594, 	1.1258351051272663668
0.83838383838383834235, 	-0.06939101482531317977, 	1.1143361675501897157
0.8484848484848485084, 	-0.058190294553931098953, 	1.1035160643552250903
0.85858585858585856343, 	-0.047095614511344918718, 	1.0933335571161124644
0.86868686868686872948, 	-0.036100731307735278719, 	1.0837500741234205037
0.87878787878787878451, 	-0.025199778463485977831, 	1.0747295298215957526
0.88888888888888883955, 	-0.01438724215635278636, 	1.0662381565465424149
0.8989898989898990056, 	-0.0036579386093948951242, 	1.0582443477909584395
0.90909090909090906063, 	0.0069930069930069782558, 	1.0507185122569728808
0.91919191919191922668, 	0.017570180166410653833, 	1.043632937990198295
0.92929292929292928171, 	0.028077895463270219345, 	1.0369616659250053825
0.93939393939393944777, 	0.038520213577422079965, 	1.030680372207007256
0.9494949494949495028, 	0.048900957301703962266, 	1.0247662586947503538
0.95959595959595955783, 	0.059223726418462185883, 	1.0191979510780442286
0.96969696969696972388, 	0.069491911597174715887, 	1.0139554040848628436
0.97979797979797977892, 	0.079708707368281839223, 	1.009019813282096667
0.98989898989898994497, 	0.089877124237449534938, 	1.0043735330074059497
1, 	0.099999999999999977796, 	1
