s, 	 Rs, 	 dRs
0, 	-2.5999999999999996447, 	1
0.010101010101010101869, 	-2.589877124237449646, 	1.0043735330074063938
0.020202020202020203737, 	-2.5797087073682818392, 	1.009019813282096889
0.030303030303030303871, 	-2.5694919115971748269, 	1.0139554040848630656
0.040404040404040407475, 	-2.5592237264184620749, 	1.0191979510780440066
0.050505050505050504139, 	-2.5489009573017038512, 	1.0247662586947505758
0.060606060606060607743, 	-2.5385202135774216359, 	1.030680372207007478
0.070707070707070704407, 	-2.5280778954632703304, 	1.0369616659250056045
0.08080808080808081495, 	-2.5175701801664103208, 	1.0436329379901987391
0.090909090909090911614, 	-2.5069930069930070893, 	1.050718512256973769
0.10101010101010100828, 	-2.4963420613906048828, 	1.0582443477909591056
0.11111111111111110494, 	-2.4856127578436466585, 	1.066238156546542637
0.12121212121212121549, 	-2.4748002215365141332, 	1.0747295298215953085
0.13131313131313132603, 	-2.4638992686922644992, 	1.0837500741234207258
0.14141414141414140881, 	-2.4529043854886549703, 	1.0933335571161124644
0.15151515151515151936, 	-2.4418097054460692341, 	1.1035160643552250903
0.1616161616161616299, 	-2.4306089851746865982, 	1.1143361675501892716
0.17171717171717171269, 	-2.4192955783605722964, 	1.1258351051272654786
0.18181818181818182323, 	-2.4078624078624080163, 	1.1380569758948135828
0.19191919191919190602, 	-2.396301935782366499, 	1.1510489466367272993
0.20202020202020201656, 	-2.3846061313662016978, 	1.1648614744771361718
0.2121212121212121271, 	-2.3727664365790372969, 	1.1795485448675622209
0.22222222222222220989, 	-2.3607737291947814562, 	1.1951679260436982588
0.23232323232323232043, 	-2.3486182832285869004, 	1.2117814407793099374
0.24242424242424243097, 	-2.3362897265336286523, 	1.2294552562250360417
0.25252525252525254151, 	-2.3237769953758036223, 	1.2482601925547975874
0.26262626262626265206, 	-2.3110682857931128531, 	1.2682720510455927077
0.27272727272727270709, 	-2.2981510015408321834, 	1.289571962079862022
0.28282828282828281763, 	-2.2850116984195194547, 	1.3122467533738668699
0.29292929292929292817, 	-2.2716360247810256645, 	1.3363893384892449046
0.30303030303030303871, 	-2.2580086580086575765, 	1.3620991253644314511
0.31313131313131314926, 	-2.2441132367722906871, 	1.3894824441915871738
0.3232323232323232598, 	-2.2299322888685608746, 	1.4186529934435661016
0.33333333333333331483, 	-2.2154471544715446107, 	1.4497323022010706328
0.34343434343434342537, 	-2.200637904641959075, 	1.4828502061150414804
0.35353535353535353591, 	-2.1854832549747804649, 	1.5181453333310668263
0.36363636363636364646, 	-2.1699604743083003022, 	1.5557655954631379736
0.373737373737373757, 	-2.1540452884746885687, 	1.5958686771888959122
0.38383838383838381203, 	-2.137711779146042268, 	1.638622516195888057
0.39393939393939392257, 	-2.1209322779243620083, 	1.6842057629785365247
0.40404040404040403311, 	-2.1036772559431167195, 	1.7328082073000423691
0.41414141414141414366, 	-2.0859152093969903774, 	1.784631154914479767
0.4242424242424242542, 	-2.0676125416009805136, 	1.8398877343045205723
0.43434343434343436474, 	-2.0487334424068439631, 	1.898803108632629133
0.44444444444444441977, 	-2.0292397660818712879, 	1.9616145627225953785
0.45454545454545453032, 	-2.0090909090909092605, 	2.0285714285714284699
0.46464646464646464086, 	-1.9882436896275206273, 	2.0999348055225928178
0.4747474747474747514, 	-1.9666522312253789107, 	2.1759770226954198158
0.48484848484848486194, 	-1.944267853358762288, 	2.2569807814563058734
0.49494949494949497248, 	-1.9210389726246808184, 	2.3432379045495137504
0.50505050505050508303, 	-1.8969110189027200697, 	2.4350476059296504161
0.51515151515151513806, 	-1.8718263718263719042, 	2.532714181362829553
0.52525252525252530411, 	-1.8457243239851932604, 	2.6365440045853607565
0.53535353535353535914, 	-1.8185410785227213992, 	2.7468416974495371008
0.54545454545454541417, 	-1.7902097902097902082, 	2.8639053254437860652
0.55555555555555558023, 	-1.7606606606606607368, 	2.9880204528853169244
0.56565656565656563526, 	-1.729821100116115673, 	3.1194528758994453099
0.57575757575757580131, 	-1.6976159701278183967, 	3.2584398373801128912
0.58585858585858585634, 	-1.6639679235099082977, 	3.4051795183430861869
0.59595959595959591137, 	-1.6287978600231562964, 	3.5598185969383751015
0.60606060606060607743, 	-1.5920255183413076772, 	3.7224376731301926924
0.61616161616161613246, 	-1.5535702267985731506, 	3.8930343777847302711
0.62626262626262629851, 	-1.5133518370657643715, 	4.0715040246595997075
0.63636363636363635354, 	-1.4712918660287082062, 	4.2576177285318550503
0.6464646464646465196, 	-1.4273148714602275078, 	4.4509980092346879132
0.65656565656565657463, 	-1.3813500862281351544, 	4.6510920370527735201
0.66666666666666662966, 	-1.3333333333333334814, 	4.8571428571428549859
0.67676767676767679571, 	-1.2832092395199188317, 	5.0681591659643689951
0.68686868686868685074, 	-1.2309337579816714836, 	5.2828845055887461157
0.6969696969696970168, 	-1.1764770002180073849, 	5.4997670928005790714
0.70707070707070707183, 	-1.1198263628015694415, 	5.7169319035584980071
0.71717171717171712686, 	-1.0609899162418379159, 	5.9321570752333094845
0.72727272727272729291, 	-0.99999999999999977796, 	6.1428571428571423496
0.73737373737373734794, 	-0.93691694010165360584, 	6.3460760506076727694
0.747474747474747514, 	-0.87183277427179850516, 	6.5384932186744295635
0.75757575757575756903, 	-0.80487483530961800859, 	6.7164461247637028407
0.76767676767676762406, 	-0.73620900857481419433, 	6.875972791481721913
0.77777777777777779011, 	-0.66604244694132341831, 	7.0128771619744982857
0.78787878787878784514, 	-0.59462550028587790596, 	7.1228195087219638992
0.7979797979797980112, 	-0.5222526011999695239, 	7.2014326902110283868
0.80808080808080806623, 	-0.44926184926184953294, 	7.2444632290786143969
0.81818181818181823228, 	-0.37603305785123930516, 	7.2479338842975193913
0.82828282828282828731, 	-0.30298407415112227348, 	7.2083217695018557691
0.83838383838383834235, 	-0.23056525675850514379, 	7.1227433691882566791
0.8484848484848485084, 	-0.1592520954223080043, 	6.9891353553644171015
0.85858585858585856343, 	-0.089536079356438813548, 	6.8064183011223065023
0.86868686868686872948, 	-0.021914055812360389019, 	6.5746296220297928414
0.87878787878787878451, 	0.043123543123543162103, 	6.2950126796280629904
0.88888888888888883955, 	0.10510510510510495674, 	5.9700511322132969738
0.8989898989898990056, 	0.16359028011309162398, 	5.6034412767723695836
0.90909090909090906063, 	0.21818181818181825449, 	5.2000000000000010658
0.91919191919191922668, 	0.26853616311076278222, 	4.7655115162812178298
0.92929292929292928171, 	0.31437222346313253851, 	4.3065216210179357859
0.93939393939393944777, 	0.3554778554778557087, 	3.8300929839391351095
0.9494949494949495028, 	0.39171374764595101592, 	3.3435383920876589059
0.95959595959595955783, 	0.42301457690679222789, 	2.8541503818709896834
0.96969696969696972388, 	0.44938749194068317028, 	2.3689452240832942209
0.97979797979797977892, 	0.47090815018638054745, 	1.894436907848284779
0.98989898989898994497, 	0.48771467535769608137, 	1.4364530368803287708
1, 	0.5, 	1
