s, 	 Rs, 	 dRs
0, 	-3.8999999999999999112, 	1
0.010101010101010101869, 	-3.8898490112440402555, 	1.0099966468740715353
0.020202020202020203737, 	-3.8795939285300988786, 	1.0206167160733643495
0.030303030303030303871, 	-3.8692282654688670007, 	1.0318980664796870705
0.040404040404040407475, 	-3.8587451409045363526, 	1.0438810310355293165
0.050505050505050504139, 	-3.8481372530532453879, 	1.0566085913022871257
0.060606060606060607743, 	-3.8373968518133279026, 	1.0701265650445883626
0.070707070707070704407, 	-3.826515709110851482, 	1.0844838078285841121
0.08080808080808081495, 	-3.8154850871336138951, 	1.0997324296918828956
0.090909090909090911614, 	-3.8042957042957041836, 	1.1159280280159400434
0.10101010101010100828, 	-3.7929376987629415119, 	1.1331299378079067175
0.11111111111111110494, 	-3.7814005893569078154, 	1.1514015006778117733
0.12121212121212121549, 	-3.7696732336419023213, 	1.1708103538779321973
0.13131313131313132603, 	-3.7577437829849165141, 	1.1914287408535331192
0.14141414141414140881, 	-3.7455996343636792645, 	1.2133338448368287121
0.15151515151515151936, 	-3.7332273786819243355, 	1.2366081470976575396
0.1616161616161616299, 	-3.7206127453343489364, 	1.2613398115432898905
0.17171717171717171269, 	-3.7077405427462437615, 	1.2876230974337496971
0.18181818181818182323, 	-3.6945945945945948274, 	1.3155588020452886333
0.19191919191919190602, 	-3.6811576713986555731, 	1.3452547351696626521
0.20202020202020201656, 	-3.6674114171487199876, 	1.3768262273763114401
0.2121212121212121271, 	-3.6533362706222156646, 	1.4103966739829993937
0.22222222222222220989, 	-3.638911381016644242, 	1.4460981166713107182
0.23232323232323232043, 	-3.624114517509497535, 	1.4840718646384227775
0.24242424242424243097, 	-3.6089219723366068315, 	1.5244691570857968888
0.25252525252525254151, 	-3.5933084569628759297, 	1.567451868696680517
0.26262626262626265206, 	-3.5772469909037378777, 	1.6131932595327835855
0.27272727272727270709, 	-3.5607087827426808779, 	1.6618787704682560502
0.28282828282828281763, 	-3.5436631028809797428, 	1.7137068648545530358
0.29292929292929292817, 	-3.5260771475514358642, 	1.7688899165468456864
0.30303030303030303871, 	-3.5079158936301793048, 	1.8276551436901291581
0.31313131313131314926, 	-3.4891419437912096768, 	1.8902455867236280795
0.3232323232323232598, 	-3.4697153615696980644, 	1.956921127871008359
0.33333333333333331483, 	-3.4495934959349590088, 	2.0279595478881615733
0.34343434343434342537, 	-3.4287307950257774891, 	2.10365761397723805
0.35353535353535353591, 	-3.4070786087735238645, 	2.1843321904710100156
0.36363636363636364646, 	-3.3845849802371539283, 	2.2703213610586017168
0.373737373737373757, 	-3.3611944256044834489, 	2.3619855478603337673
0.38383838383838381203, 	-3.3368477029831611347, 	2.4597086084477441936
0.39393939393939392257, 	-3.3114815703206206265, 	2.5638988868080838657
0.40404040404040403311, 	-3.2850285330647870374, 	2.6749901881143829385
0.41414141414141414366, 	-3.2574165825177971989, 	2.7934426398045255624
0.4242424242424242542, 	-3.2285689262567873747, 	2.9197433926960476569
0.43434343434343436474, 	-3.1984037125143447433, 	3.0544071054460100179
0.44444444444444441977, 	-3.1668337510442778893, 	3.197976143365933055
0.45454545454545453032, 	-3.1337662337662335332, 	3.3510204081632655182
0.46464646464646464086, 	-3.0991024594083587118, 	3.5141366983373552024
0.4747474747474747514, 	-3.0627375674761911917, 	3.6879474804466747528
0.48484848484848486194, 	-3.0245602881966515696, 	3.8730989290429858052
0.49494949494949497248, 	-2.9844527166486218839, 	4.0702580675417472378
0.50505050505050508303, 	-2.9422901211282956879, 	4.280108813553487046
0.51515151515151513806, 	-2.8979407979407980633, 	4.5033467002578966287
0.52525252525252530411, 	-2.8512659872908319159, 	4.7406720104808259819
0.53535353535353535914, 	-2.8021198677921947962, 	4.9927810227418003564
0.54545454545454541417, 	-2.7503496503496505099, 	5.2603550295857983699
0.55555555555555558023, 	-2.6957957957957958683, 	5.5440467494521543657
0.56565656565656563526, 	-2.6382923846809918089, 	5.8444637163415915637
0.57575757575757580131, 	-2.5776676719804680893, 	6.1621481997259737184
0.58585858585858585634, 	-2.5137448641265431881, 	6.4975531847841985211
0.59595959595959591137, 	-2.4463431605724101914, 	6.8510139358591448655
0.60606060606060607743, 	-2.3752791068580538791, 	7.2227146814404425967
0.61616161616161613246, 	-2.3003683106045316187, 	7.6126500063651008077
0.62626262626262629851, 	-2.221427575630837481, 	8.0205806277933753279
0.63636363636363635354, 	-2.1382775119617227766, 	8.4459833795013850022
0.6464646464646465196, 	-2.0507456802207810753, 	8.8879954496792876739
0.65656565656565657463, 	-1.9586703269630096891, 	9.3453532275492001702
0.66666666666666662966, 	-1.8619047619047621733, 	9.8163265306122440279
0.67676767676767679571, 	-1.7603224176039709015, 	10.298649522204275542
0.68686868686868685074, 	-1.6538226156464181926, 	10.789450298488565849
0.6969696969696970168, 	-1.542337039459341419, 	11.285181926401325114
0.70707070707070707183, 	-1.4258368812087820476, 	11.781558636705142362
0.71717171717171712686, 	-1.3043405877735514409, 	12.273501886247567327
0.72727272727272729291, 	-1.1779220779220778148, 	12.755102040816328923
0.73737373737373734794, 	-1.0467192397128708414, 	13.219602401388970137
0.747474747474747514, 	-0.91094244508878607913, 	13.659413071255842809
0.75757575757575756903, 	-0.77088274044795823681, 	14.066162570888467442
0.76767676767676762406, 	-0.62691929232684773243, 	14.430794951958224814
0.77777777777777779011, 	-0.47952559300873942583, 	14.743719227370286617
0.78787878787878784514, 	-0.32927387078330505599, 	14.995016019935922813
0.7979797979797980112, 	-0.17683711443109884076, 	15.174703291910926595
0.80808080808080806623, 	-0.022988122988123693702, 	15.273058809322550999
0.81818181818181823228, 	0.13140495867768686722, 	15.280991735537192255
0.82828282828282828731, 	0.28538705129094144031, 	15.190449758861388929
0.83838383838383834235, 	0.43792876377276757083, 	14.994841986716018312
0.8484848484848485084, 	0.5879432624113478667, 	14.689452240832958196
0.85858585858585856343, 	0.73430714328917889855, 	14.271813259708132193
0.86868686868686872948, 	0.87588475554577327475, 	13.742010564639530301
0.87878787878787878451, 	1.0115551115551117967, 	13.102886124864149053
0.88888888888888883955, 	1.1402402402402405102, 	12.360116873630396128
0.8989898989898990056, 	1.2609336272714823934, 	11.522151489765420251
0.90909090909090906063, 	1.3727272727272727959, 	10.600000000000004974
0.91919191919191922668, 	1.4748359052921329315, 	9.6068834657856427839
0.92929292929292928171, 	1.5666170302533939385, 	8.5577637051838557625
0.93939393939393944777, 	1.6475857475857478285, 	7.4687839632894528208
0.9494949494949495028, 	1.7174236309829529201, 	6.3566591819146509579
0.95959595959595955783, 	1.7759813705921492222, 	5.2380580157051204182
0.96969696969696972388, 	1.8232753062540294486, 	4.1290176550475301553
0.97979797979797977892, 	1.8594783692571816847, 	3.0444272179389377797
0.98989898989898994497, 	1.8849062709474615485, 	1.9976069414407520153
1, 	1.9000000000000003553, 	1
