s, 	 Rs, 	 dRs
0, 	-2.9999999999999995559, 	1
0.010101010101010101869, 	-2.9896803537719724986, 	1.0437271343524718858
0.020202020202020203737, 	-2.9789055969232318688, 	1.090129153497716441
0.030303030303030303871, 	-2.967648189209164844, 	1.1393090779298036264
0.040404040404040407475, 	-2.9558795565431998931, 	1.1913684493092160377
0.050505050505050504139, 	-2.9435701103120130995, 	1.2464064457828354371
0.060606060606060607743, 	-2.9306892761815039883, 	1.3045188864130579098
0.070707070707070704407, 	-2.9172055335452489189, 	1.3657971185755259924
0.08080808080808081495, 	-2.9030864668252327476, 	1.4303267830070853783
0.090909090909090911614, 	-2.8882988298829883611, 	1.4981864523085972607
0.10101010101010100828, 	-2.8728086248345565679, 	1.569446140174275417
0.11111111111111110494, 	-2.8565811965811969131, 	1.6441656804733726371
0.12121212121212121549, 	-2.8395813443654747132, 	1.7223929775927260266
0.13131313131313132603, 	-2.8217734516346544282, 	1.8041621321973169145
0.14141414141414140881, 	-2.8031216354353394316, 	1.8894914498113450918
0.15151515151515151936, 	-2.7835899164700155239, 	1.9783813433850636621
0.1616161616161616299, 	-2.7631424108121098726, 	2.070812145299727014
0.17171717171717171269, 	-2.7417435440963169313, 	2.1667418490632246453
0.18181818181818182323, 	-2.7193582887700533668, 	2.2661038062283740402
0.19191919191919190602, 	-2.6959524247055677293, 	2.3688044097627791729
0.20202020202020201656, 	-2.6714928231266132919, 	2.4747208011195453992
0.2121212121212121271, 	-2.6459477533960291673, 	2.5836986444708678334
0.22222222222222220989, 	-2.6192872117400418652, 	2.6955500177999285327
0.23232323232323232043, 	-2.5914832704523425022, 	2.8100514765857433908
0.24242424242424243097, 	-2.5625104455293130634, 	2.9269423514021921662
0.25252525252525254151, 	-2.5323460800431787376, 	3.0459233455861469686
0.26262626262626265206, 	-2.5009707398716551907, 	3.1666555028733336385
0.27272727272727270709, 	-2.4683686176836863169, 	3.2887596171889654784
0.28282828282828281763, 	-2.4345279403476824953, 	3.4118161572325882425
0.29292929292929292817, 	-2.3994413742018685376, 	3.535365776733883969
0.30303030303030303871, 	-2.3631064219299511286, 	3.6589104769222600133
0.31313131313131314926, 	-2.3255258041471109642, 	3.7819154805404231467
0.3232323232323232598, 	-2.2867078182514424256, 	3.9038118664098497845
0.33333333333333331483, 	-2.2466666666666670338, 	4.0239999999999991331
0.34343434343434342537, 	-2.2054227463259241659, 	4.1418537786752418484
0.35353535353535353591, 	-2.1630028911554939341, 	4.2567256904689259045
0.36363636363636364646, 	-2.119440559440559646, 	4.3679526627218931978
0.373737373737373757, 	-2.0747759583171054842, 	4.4748626522789809457
0.38383838383838381203, 	-2.0290560982526129052, 	4.5767819029153145038
0.39393939393939392257, 	-1.9823347712627150674, 	4.6730427692032066034
0.40404040404040403311, 	-1.9346724477604224646, 	4.7629919802254052641
0.41414141414141414366, 	-1.8861360883362867646, 	4.8459991925986241057
0.4242424242424242542, 	-1.8367988683967138019, 	4.9214656614525740252
0.43434343434343436474, 	-1.7867398154058131698, 	4.9888328415537488425
0.44444444444444441977, 	-1.736043360433604299, 	5.0475907198096363615
0.45454545454545453032, 	-1.6847988077496274251, 	5.0972856758935778387
0.46464646464646464086, 	-1.6330997282469363885, 	5.1375276703857348792
0.4747474747474747514, 	-1.581043284462783749, 	5.1679965699942682633
0.48484848484848486194, 	-1.5287294968028910525, 	5.1884474370844193558
0.49494949494949497248, 	-1.4762604622021067158, 	5.1987146354792850289
0.50505050505050508303, 	-1.4237395377978931954, 	5.1987146354792850289
0.51515151515151513806, 	-1.3712705031971088587, 	5.1884474370844184676
0.52525252525252530411, 	-1.3189567155372157181, 	5.1679965699942682633
0.53535353535353535914, 	-1.2669002717530637447, 	5.1375276703857348792
0.54545454545454541417, 	-1.2152011922503729302, 	5.0972856758935760624
0.55555555555555558023, 	-1.1639566395663953902, 	5.0475907198096354733
0.56565656565656563526, 	-1.1132601845941869634, 	4.9888328415537488425
0.57575757575757580131, 	-1.0632011316032856652, 	4.9214656614525740252
0.58585858585858585634, 	-1.0138639116637135906, 	4.8459991925986241057
0.59595959595959591137, 	-0.96532755223957766866, 	4.7629919802254061523
0.60606060606060607743, 	-0.91766522873728484377, 	4.6730427692032066034
0.61616161616161613246, 	-0.87094390174738689492, 	4.5767819029153145038
0.62626262626262629851, 	-0.82522404168289453796, 	4.4748626522789800575
0.63636363636363635354, 	-0.78055944055944082027, 	4.3679526627218931978
0.6464646464646465196, 	-0.73699710884450597703, 	4.2567256904689241281
0.65656565656565657463, 	-0.69457725367407585626, 	4.1418537786752418484
0.66666666666666662966, 	-0.65333333333333343251, 	4.0239999999999991331
0.67676767676767679571, 	-0.6132921817485575966, 	3.9038118664098493404
0.68686868686868685074, 	-0.5744741958528887249, 	3.7819154805404231467
0.6969696969696970168, 	-0.53689357807004867151, 	3.6589104769222591251
0.70707070707070707183, 	-0.50055862579813126256, 	3.535365776733883969
0.71717171717171712686, 	-0.46547205965231752689, 	3.4118161572325882425
0.72727272727272729291, 	-0.43163138231631359432, 	3.2887596171889654784
0.73737373737373734794, 	-0.39902926012834416536, 	3.1666555028733340826
0.747474747474747514, 	-0.36765391995682106252, 	3.0459233455861456363
0.75757575757575756903, 	-0.33748955447068673674, 	2.9269423514021921662
0.76767676767676762406, 	-0.30851672954765763102, 	2.810051476585744723
0.77777777777777779011, 	-0.28071278825995804596, 	2.6955500177999285327
0.78787878787878784514, 	-0.2540522466039708549, 	2.5836986444708687216
0.7979797979797980112, 	-0.22850717687338661932, 	2.4747208011195458432
0.80808080808080806623, 	-0.20404757529443240394, 	2.3688044097627791729
0.81818181818181823228, 	-0.18064171122994621133, 	2.2661038062283735961
0.82828282828282828731, 	-0.15825645590368264681, 	2.1667418490632242012
0.83838383838383834235, 	-0.1368575891878901496, 	2.0708121452997274581
