iter,	 x,	 y
0,	0.5,	 0.59999999999999986677
1,	0.6034482758620689502,	 0.4557857901152047031
2,	0.55878935490358183635,	 0.015471173338559074395
3,	0.55725963503173303604,	 0.00016358046118869484786
4,	0.5572756399068549138,	 1.5426519051064957466e-07
5,	0.55727560597031655654,	 1.929124648913926876e-07
