s, 	 Rs, 	 dRs
0, 	-3.1000000000000000888, 	1
0.010101010101010101869, 	-3.0898490112440399891, 	1.0099966468740715353
0.020202020202020203737, 	-3.0795939285300986121, 	1.0206167160733643495
0.030303030303030303871, 	-3.0692282654688671784, 	1.0318980664796870705
0.040404040404040407475, 	-3.0587451409045360862, 	1.0438810310355293165
0.050505050505050504139, 	-3.0481372530532455656, 	1.0566085913022871257
0.060606060606060607743, 	-3.0373968518133280803, 	1.0701265650445883626
0.070707070707070704407, 	-3.0265157091108512155, 	1.0844838078285841121
0.08080808080808081495, 	-3.0154850871336140727, 	1.0997324296918828956
0.090909090909090911614, 	-3.0042957042957043612, 	1.1159280280159400434
0.10101010101010100828, 	-2.9929376987629412454, 	1.1331299378079067175
0.11111111111111110494, 	-2.9814005893569075489, 	1.1514015006778117733
0.12121212121212121549, 	-2.9696732336419024989, 	1.1708103538779321973
0.13131313131313132603, 	-2.9577437829849166917, 	1.1914287408535331192
0.14141414141414140881, 	-2.9455996343636794421, 	1.2133338448368287121
0.15151515151515151936, 	-2.9332273786819245132, 	1.2366081470976575396
0.1616161616161616299, 	-2.92061274533434867, 	1.2613398115432898905
0.17171717171717171269, 	-2.9077405427462439391, 	1.2876230974337496971
0.18181818181818182323, 	-2.894594594594594561, 	1.3155588020452886333
0.19191919191919190602, 	-2.8811576713986557507, 	1.3452547351696626521
0.20202020202020201656, 	-2.8674114171487201652, 	1.3768262273763114401
0.2121212121212121271, 	-2.8533362706222153982, 	1.4103966739829993937
0.22222222222222220989, 	-2.8389113810166439755, 	1.4460981166713107182
0.23232323232323232043, 	-2.8241145175094977127, 	1.4840718646384227775
0.24242424242424243097, 	-2.8089219723366065651, 	1.5244691570857968888
0.25252525252525254151, 	-2.7933084569628761074, 	1.567451868696680517
0.26262626262626265206, 	-2.7772469909037380553, 	1.6131932595327835855
0.27272727272727270709, 	-2.7607087827426806115, 	1.6618787704682560502
0.28282828282828281763, 	-2.7436631028809799204, 	1.7137068648545530358
0.29292929292929292817, 	-2.7260771475514360418, 	1.7688899165468456864
0.30303030303030303871, 	-2.7079158936301794824, 	1.8276551436901291581
0.31313131313131314926, 	-2.6891419437912098545, 	1.8902455867236280795
0.3232323232323232598, 	-2.669715361569697798, 	1.956921127871008359
0.33333333333333331483, 	-2.6495934959349591864, 	2.0279595478881615733
0.34343434343434342537, 	-2.6287307950257776668, 	2.10365761397723805
0.35353535353535353591, 	-2.6070786087735235981, 	2.1843321904710100156
0.36363636363636364646, 	-2.584584980237154106, 	2.2703213610586017168
0.373737373737373757, 	-2.5611944256044836266, 	2.3619855478603337673
