dt, snp, Rnp
0, 0, -0.2
16666.6666666667, 0, -5.53333333333333
33333.3333333333, 0, -10.8666666666667
50000, 0, -16.2
66666.6666666667, 0, -21.5333333333333
83333.3333333333, 0, -26.8666666666667
100000, 0, -32.2
116666.666666667, 0, -37.5333333333333
133333.333333333, 0, -42.8666666666667
150000, 0, -48.2
166666.666666667, 0, -53.5333333333334
183333.333333333, 0, -58.8666666666667
200000, 0, -64.2
216666.666666667, 0, -69.5333333333334
233333.333333333, 0, -74.8666666666667
250000, 0, -80.2
266666.666666667, 0, -85.5333333333334
283333.333333333, 0, -90.8666666666667
300000, 0, -96.2
316666.666666667, 0, -101.533333333333
333333.333333333, 0, -106.866666666667
350000, 0, -112.2
366666.666666667, 0, -117.533333333333
383333.333333333, 0, -122.866666666667
400000, 0, -128.2
416666.666666667, 0, -133.533333333333
433333.333333333, 0, -138.866666666667
450000, 0, -144.2
466666.666666667, 0, -149.533333333333
483333.333333333, 0, -154.866666666667

0, 0.0344827586206897, -0.16551724137931
16666.6666666667, 0.0344827586206897, -5.48611172120946
33333.3333333333, 0.0344827586206897, -10.8067062010396
50000, 0.0344827586206897, -16.1273006808698
66666.6666666667, 0.0344827586206897, -21.4478951606999
83333.3333333333, 0.0344827586206897, -26.7684896405301
100000, 0.0344827586206897, -32.0890841203602
116666.666666667, 0.0344827586206897, -37.4096786001904
133333.333333333, 0.0344827586206897, -42.7302730800205
150000, 0.0344827586206897, -48.0508675598507
166666.666666667, 0.0344827586206897, -53.3714620396808
183333.333333333, 0.0344827586206897, -58.692056519511
200000, 0.0344827586206897, -64.0126509993411
216666.666666667, 0.0344827586206897, -69.3332454791713
233333.333333333, 0.0344827586206897, -74.6538399590014
250000, 0.0344827586206897, -79.9744344388316
266666.666666667, 0.0344827586206897, -85.2950289186617
283333.333333333, 0.0344827586206897, -90.6156233984919
300000, 0.0344827586206897, -95.936217878322
316666.666666667, 0.0344827586206897, -101.256812358152
333333.333333333, 0.0344827586206897, -106.577406837982
350000, 0.0344827586206897, -111.898001317812
366666.666666667, 0.0344827586206897, -117.218595797643
383333.333333333, 0.0344827586206897, -122.539190277473
400000, 0.0344827586206897, -127.859784757303
416666.666666667, 0.0344827586206897, -133.180379237133
433333.333333333, 0.0344827586206897, -138.500973716963
450000, 0.0344827586206897, -143.821568196793
466666.666666667, 0.0344827586206897, -149.142162676624
483333.333333333, 0.0344827586206897, -154.462757156454

0, 0.0689655172413793, -0.131034482758621
16666.6666666667, 0.0689655172413793, -5.40979755688322
33333.3333333333, 0.0689655172413793, -10.6885606310078
50000, 0.0689655172413793, -15.9673237051324
66666.6666666667, 0.0689655172413793, -21.246086779257
