iter,	 x,	 y
0,	0.9000000000000000222,	 0.032967032967032974811
1,	0.92479338842975222779,	 0.0061839954167205446467
2,	0.92067526433025126398,	 5.603762168776560415e-05
3,	0.9207122464870651779,	 4.8512541896139627084e-07
4,	0.92071192907531085314,	 3.7154168630593176204e-11
