dt, snp, Rnp
0, 0, -1
16666.6666666667, 0, -6.33333333333333
33333.3333333333, 0, -11.6666666666667
50000, 0, -17
66666.6666666667, 0, -22.3333333333333
83333.3333333333, 0, -27.6666666666667
100000, 0, -33
116666.666666667, 0, -38.3333333333333
133333.333333333, 0, -43.6666666666667
150000, 0, -49
166666.666666667, 0, -54.3333333333333
183333.333333333, 0, -59.6666666666667
200000, 0, -65
216666.666666667, 0, -70.3333333333334
233333.333333333, 0, -75.6666666666667
250000, 0, -81
266666.666666667, 0, -86.3333333333334
283333.333333333, 0, -91.6666666666667
300000, 0, -97
316666.666666667, 0, -102.333333333333
333333.333333333, 0, -107.666666666667
350000, 0, -113
366666.666666667, 0, -118.333333333333
383333.333333333, 0, -123.666666666667
400000, 0, -129
416666.666666667, 0, -134.333333333333
433333.333333333, 0, -139.666666666667
450000, 0, -145
466666.666666667, 0, -150.333333333333
483333.333333333, 0, -155.666666666667

0, 0.0344827586206897, -0.96551724137931
16666.6666666667, 0.0344827586206897, -6.28611172120946
33333.3333333333, 0.0344827586206897, -11.6067062010396
50000, 0.0344827586206897, -16.9273006808698
66666.6666666667, 0.0344827586206897, -22.2478951606999
83333.3333333333, 0.0344827586206897, -27.5684896405301
100000, 0.0344827586206897, -32.8890841203602
116666.666666667, 0.0344827586206897, -38.2096786001904
133333.333333333, 0.0344827586206897, -43.5302730800205
150000, 0.0344827586206897, -48.8508675598507
166666.666666667, 0.0344827586206897, -54.1714620396808
183333.333333333, 0.0344827586206897, -59.492056519511
200000, 0.0344827586206897, -64.8126509993411
216666.666666667, 0.0344827586206897, -70.1332454791713
233333.333333333, 0.0344827586206897, -75.4538399590014
250000, 0.0344827586206897, -80.7744344388316
266666.666666667, 0.0344827586206897, -86.0950289186617
283333.333333333, 0.0344827586206897, -91.4156233984919
300000, 0.0344827586206897, -96.736217878322
316666.666666667, 0.0344827586206897, -102.056812358152
333333.333333333, 0.0344827586206897, -107.377406837982
350000, 0.0344827586206897, -112.698001317812
366666.666666667, 0.0344827586206897, -118.018595797643
383333.333333333, 0.0344827586206897, -123.339190277473
400000, 0.0344827586206897, -128.659784757303
