iter,	 x,	 y
0,	0.5,	 0.027272727272727281811
1,	0.52403556547004515043,	 0.0011731114225734529111
2,	0.52303259908959365276,	 2.7352381157252914079e-07
3,	0.5230328327753445139,	 1.21624932347685899e-13
