iter,	 x,	 y
0,	0.5,	 1.0499999999999998224
1,	0.70192307692307687184,	 0.11891953039011904369
2,	0.73497134006577546916,	 0.0066715623443407423565
3,	0.73705908236113892862,	 2.6259607884604463379e-05
4,	0.73706736499811731367,	 4.1268188866183663777e-10
